tick,timestamp,interval_end,day,time_period,tariff_band,tariff,weather_pattern,inflow,p1_out_of_action,p2_out_of_action,expected_inflow,feasible,starting_volume,ending_volume,p1_status,p1_rate,p2_status,p2_rate,pumped_volume,energy_cost,warnings
136,2026-06-03T19:30:00+00:00,2026-06-03T20:00:00+00:00,3,T40,T33-T40,302.47,wet,5.93,false,false,5.9554,true,227.97,229.90,Online,0.00,Online,4.00,4.00,1209.88,
137,2026-06-03T20:00:00+00:00,2026-06-03T20:30:00+00:00,3,T41,T41-T48,277.06,wet,5.78,false,false,6.1359,true,229.90,227.68,Online,0.00,Online,8.00,8.00,2216.48,
138,2026-06-03T20:30:00+00:00,2026-06-03T21:00:00+00:00,3,T42,T41-T48,277.06,wet,5.88,true,false,5.9549,true,227.68,229.56,Offline,0.00,Online,4.00,4.00,1108.24,
139,2026-06-03T21:00:00+00:00,2026-06-03T21:30:00+00:00,3,T43,T41-T48,277.06,wet,5.70,true,false,6.0164,true,229.56,227.26,Offline,0.00,Online,8.00,8.00,2216.48,
140,2026-06-03T21:30:00+00:00,2026-06-03T22:00:00+00:00,3,T44,T41-T48,277.06,wet,2.72,true,false,2.7389,true,227.26,229.98,Offline,0.00,Online,0.00,0.00,0.00,
141,2026-06-03T22:00:00+00:00,2026-06-03T22:30:00+00:00,3,T45,T41-T48,277.06,wet,2.77,true,false,2.9386,true,229.98,224.75,Offline,0.00,Online,8.00,8.00,2216.48,
142,2026-06-03T22:30:00+00:00,2026-06-03T23:00:00+00:00,3,T46,T41-T48,277.06,wet,2.33,true,false,2.4237,true,224.75,227.08,Offline,0.00,Online,0.00,0.00,0.00,
143,2026-06-03T23:00:00+00:00,2026-06-03T23:30:00+00:00,3,T47,T41-T48,277.06,wet,2.40,true,false,2.6367,true,227.08,229.48,Offline,0.00,Online,0.00,0.00,0.00,
144,2026-06-03T23:30:00+00:00,2026-06-04T00:00:00+00:00,3,T48,T41-T48,277.06,wet,2.21,true,false,2.3741,true,229.48,227.69,Offline,0.00,Online,4.00,4.00,1108.24,
145,2026-06-04T00:00:00+00:00,2026-06-04T00:30:00+00:00,4,T1,T1-T8,228.42,wet,2.23,true,false,2.2437,true,227.69,229.92,Offline,0.00,Online,0.00,0.00,0.00,
146,2026-06-04T00:30:00+00:00,2026-06-04T01:00:00+00:00,4,T2,T1-T8,228.42,wet,2.51,true,false,2.6874,true,229.92,232.43,Offline,0.00,Online,0.00,0.00,0.00,
147,2026-06-04T01:00:00+00:00,2026-06-04T01:30:00+00:00,4,T3,T1-T8,228.42,wet,2.34,true,false,2.5335,true,232.43,230.77,Offline,0.00,Online,4.00,4.00,913.68,
148,2026-06-04T01:30:00+00:00,2026-06-04T02:00:00+00:00,4,T4,T1-T8,228.42,wet,2.38,true,false,2.4859,true,230.77,233.15,Offline,0.00,Online,0.00,0.00,0.00,
149,2026-06-04T02:00:00+00:00,2026-06-04T02:30:00+00:00,4,T5,T1-T8,228.42,wet,2.25,false,false,2.3625,true,233.15,231.40,Offline,0.00,Online,4.00,4.00,913.68,
150,2026-06-04T02:30:00+00:00,2026-06-04T03:00:00+00:00,4,T6,T1-T8,228.42,wet,2.11,false,false,2.1342,true,231.40,233.51,Offline,0.00,Online,0.00,0.00,0.00,
151,2026-06-04T03:00:00+00:00,2026-06-04T03:30:00+00:00,4,T7,T1-T8,228.42,wet,2.16,false,false,2.2598,true,233.51,231.67,Offline,0.00,Online,4.00,4.00,913.68,
152,2026-06-04T03:30:00+00:00,2026-06-04T04:00:00+00:00,4,T8,T1-T8,228.42,wet,2.37,false,false,2.3924,true,231.67,230.04,Offline,0.00,Online,4.00,4.00,913.68,
153,2026-06-04T04:00:00+00:00,2026-06-04T04:30:00+00:00,4,T9,T9-T16,257.37,wet,2.19,false,false,2.3894,true,230.04,232.23,Offline,0.00,Online,0.00,0.00,0.00,
154,2026-06-04T04:30:00+00:00,2026-06-04T05:00:00+00:00,4,T10,T9-T16,257.37,wet,2.19,false,false,2.3600,true,232.23,230.42,Offline,0.00,Online,4.00,4.00,1029.48,
155,2026-06-04T05:00:00+00:00,2026-06-04T05:30:00+00:00,4,T11,T9-T16,257.37,wet,2.16,false,false,2.2168,true,230.42,232.58,Offline,0.00,Online,0.00,0.00,0.00,
156,2026-06-04T05:30:00+00:00,2026-06-04T06:00:00+00:00,4,T12,T9-T16,257.37,wet,5.07,false,false,5.2009,true,232.58,233.65,Offline,0.00,Online,4.00,4.00,1029.48,
157,2026-06-04T06:00:00+00:00,2026-06-04T06:30:00+00:00,4,T13,T9-T16,257.37,wet,5.15,false,false,5.3610,true,233.65,230.80,Offline,0.00,Online,8.00,8.00,2058.96,
158,2026-06-04T06:30:00+00:00,2026-06-04T07:00:00+00:00,4,T14,T9-T16,257.37,wet,5.09,true,false,5.1868,true,230.80,227.89,Offline,0.00,Online,8.00,8.00,2058.96,
159,2026-06-04T07:00:00+00:00,2026-06-04T07:30:00+00:00,4,T15,T9-T16,257.37,wet,5.56,true,false,5.9521,true,227.89,229.45,Offline,0.00,Online,4.00,4.00,1029.48,
160,2026-06-04T07:30:00+00:00,2026-06-04T08:00:00+00:00,4,T16,T9-T16,257.37,wet,5.07,true,false,5.3306,true,229.45,222.52,Offline,0.00,Online,12.00,12.00,3088.44,
161,2026-06-04T08:00:00+00:00,2026-06-04T08:30:00+00:00,4,T17,T17-T24,282.66,wet,5.16,true,false,5.3711,true,222.52,227.68,Offline,0.00,Online,0.00,0.00,0.00,
162,2026-06-04T08:30:00+00:00,2026-06-04T09:00:00+00:00,4,T18,T17-T24,282.66,wet,5.13,true,false,5.5556,true,227.68,228.81,Offline,0.00,Online,4.00,4.00,1130.64,
163,2026-06-04T09:00:00+00:00,2026-06-04T09:30:00+00:00,4,T19,T17-T24,282.66,wet,5.55,true,false,6.0388,true,228.81,230.36,Offline,0.00,Online,4.00,4.00,1130.64,
164,2026-06-04T09:30:00+00:00,2026-06-04T10:00:00+00:00,4,T20,T17-T24,282.66,wet,5.16,true,false,5.3454,true,230.36,227.52,Offline,0.00,Online,8.00,8.00,2261.28,
165,2026-06-04T10:00:00+00:00,2026-06-04T10:30:00+00:00,4,T21,T17-T24,282.66,wet,5.40,true,false,5.9162,true,227.52,228.92,Offline,0.00,Online,4.00,4.00,1130.64,
166,2026-06-04T10:30:00+00:00,2026-06-04T11:00:00+00:00,4,T22,T17-T24,282.66,wet,3.44,true,false,3.5604,true,228.92,228.36,Offline,0.00,Online,4.00,4.00,1130.64,
167,2026-06-04T11:00:00+00:00,2026-06-04T11:30:00+00:00,4,T23,T17-T24,282.66,wet,3.39,true,false,3.6519,true,228.36,227.75,Offline,0.00,Online,4.00,4.00,1130.64,
168,2026-06-04T11:30:00+00:00,2026-06-04T12:00:00+00:00,4,T24,T17-T24,282.66,wet,3.37,true,false,3.5773,true,227.75,223.12,Offline,0.00,Online,8.00,8.00,2261.28,
169,2026-06-04T12:00:00+00:00,2026-06-04T12:30:00+00:00,4,T25,T25-T32,283.90,wet,3.55,true,false,3.8339,true,223.12,226.67,Offline,0.00,Online,0.00,0.00,0.00,
170,2026-06-04T12:30:00+00:00,2026-06-04T13:00:00+00:00,4,T26,T25-T32,283.90,wet,3.66,true,false,3.9840,true,226.67,230.33,Offline,0.00,Online,0.00,0.00,0.00,
171,2026-06-04T13:00:00+00:00,2026-06-04T13:30:00+00:00,4,T27,T25-T32,283.90,wet,3.32,true,false,3.6221,true,230.33,233.65,Offline,0.00,Online,0.00,0.00,0.00,
172,2026-06-04T13:30:00+00:00,2026-06-04T14:00:00+00:00,4,T28,T25-T32,283.90,wet,3.62,false,false,3.6831,true,233.65,233.27,Offline,0.00,Online,4.00,4.00,1135.60,
173,2026-06-04T14:00:00+00:00,2026-06-04T14:30:00+00:00,4,T29,T25-T32,283.90,wet,3.29,false,false,3.4472,true,233.27,232.56,Offline,0.00,Online,4.00,4.00,1135.60,
174,2026-06-04T14:30:00+00:00,2026-06-04T15:00:00+00:00,4,T30,T25-T32,283.90,wet,3.23,false,false,3.2734,true,232.56,231.79,Offline,0.00,Online,4.00,4.00,1135.60,
175,2026-06-04T15:00:00+00:00,2026-06-04T15:30:00+00:00,4,T31,T25-T32,283.90,wet,3.15,false,false,3.2222,true,231.79,230.94,Offline,0.00,Online,4.00,4.00,1135.60,
176,2026-06-04T15:30:00+00:00,2026-06-04T16:00:00+00:00,4,T32,T25-T32,283.90,wet,3.56,false,false,3.5878,true,230.94,226.50,Offline,0.00,Online,8.00,8.00,2271.20,
177,2026-06-04T16:00:00+00:00,2026-06-04T16:30:00+00:00,4,T33,T33-T40,302.47,wet,5.84,false,false,5.9214,true,226.50,232.34,Offline,0.00,Online,0.00,0.00,0.00,
178,2026-06-04T16:30:00+00:00,2026-06-04T17:00:00+00:00,4,T34,T33-T40,302.47,wet,5.80,false,false,5.9231,true,232.34,230.14,Offline,0.00,Online,8.00,8.00,2419.76,
179,2026-06-04T17:00:00+00:00,2026-06-04T17:30:00+00:00,4,T35,T33-T40,302.47,wet,5.46,false,false,5.7136,true,230.14,227.60,Offline,0.00,Online,8.00,8.00,2419.76,
180,2026-06-04T17:30:00+00:00,2026-06-04T18:00:00+00:00,4,T36,T33-T40,302.47,wet,6.00,false,false,6.1021,true,227.60,229.60,Offline,0.00,Online,4.00,4.00,1209.88,
181,2026-06-04T18:00:00+00:00,2026-06-04T18:30:00+00:00,4,T37,T33-T40,302.47,wet,6.00,false,false,6.3939,true,229.60,231.60,Offline,0.00,Online,4.00,4.00,1209.88,
182,2026-06-04T18:30:00+00:00,2026-06-04T19:00:00+00:00,4,T38,T33-T40,302.47,wet,5.79,false,false,6.1482,true,231.60,229.39,Offline,0.00,Online,8.00,8.00,2419.76,
183,2026-06-04T19:00:00+00:00,2026-06-04T19:30:00+00:00,4,T39,T33-T40,302.47,wet,5.94,false,false,6.3082,true,229.39,231.33,Offline,0.00,Online,4.00,4.00,1209.88,
184,2026-06-04T19:30:00+00:00,2026-06-04T20:00:00+00:00,4,T40,T33-T40,302.47,wet,5.62,false,false,5.7876,true,231.33,228.95,Offline,0.00,Online,8.00,8.00,2419.76,
185,2026-06-04T20:00:00+00:00,2026-06-04T20:30:00+00:00,4,T41,T41-T48,277.06,wet,5.78,false,false,6.1460,true,228.95,230.73,Offline,0.00,Online,4.00,4.00,1108.24,
186,2026-06-04T20:30:00+00:00,2026-06-04T21:00:00+00:00,4,T42,T41-T48,277.06,wet,5.56,false,false,5.9758,true,230.73,228.29,Offline,0.00,Online,8.00,8.00,2216.48,
187,2026-06-04T21:00:00+00:00,2026-06-04T21:30:00+00:00,4,T43,T41-T48,277.06,wet,5.50,false,false,5.7509,true,228.29,225.79,Offline,0.00,Online,8.00,8.00,2216.48,
188,2026-06-04T21:30:00+00:00,2026-06-04T22:00:00+00:00,4,T44,T41-T48,277.06,wet,2.64,false,false,2.8173,true,225.79,228.43,Offline,0.00,Online,0.00,0.00,0.00,
189,2026-06-04T22:00:00+00:00,2026-06-04T22:30:00+00:00,4,T45,T41-T48,277.06,wet,2.74,false,false,2.7920,true,228.43,227.17,Offline,0.00,Online,4.00,4.00,1108.24,
190,2026-06-04T22:30:00+00:00,2026-06-04T23:00:00+00:00,4,T46,T41-T48,277.06,wet,2.47,false,false,2.6460,true,227.17,229.64,Offline,0.00,Online,0.00,0.00,0.00,
191,2026-06-04T23:00:00+00:00,2026-06-04T23:30:00+00:00,4,T47,T41-T48,277.06,wet,2.27,false,false,2.4716,true,229.64,227.91,Offline,0.00,Online,4.00,4.00,1108.24,
192,2026-06-04T23:30:00+00:00,2026-06-05T00:00:00+00:00,4,T48,T41-T48,277.06,wet,2.61,false,false,2.8124,true,227.91,226.52,Offline,0.00,Online,4.00,4.00,1108.24,
193,2026-06-05T00:00:00+00:00,2026-06-05T00:30:00+00:00,5,T1,T1-T8,228.42,severe_wet_afternoon,2.52,false,false,2.7198,true,226.52,229.04,Online,0.00,Online,0.00,0.00,0.00,
194,2026-06-05T00:30:00+00:00,2026-06-05T01:00:00+00:00,5,T2,T1-T8,228.42,severe_wet_afternoon,2.31,false,true,2.3314,true,229.04,227.35,Online,4.00,Offline,0.00,4.00,913.68,
195,2026-06-05T01:00:00+00:00,2026-06-05T01:30:00+00:00,5,T3,T1-T8,228.42,severe_wet_afternoon,2.12,false,true,2.2550,true,227.35,229.47,Online,0.00,Offline,0.00,0.00,0.00,
196,2026-06-05T01:30:00+00:00,2026-06-05T02:00:00+00:00,5,T4,T1-T8,228.42,severe_wet_afternoon,2.41,false,true,2.5795,true,229.47,231.88,Online,0.00,Offline,0.00,0.00,0.00,
197,2026-06-05T02:00:00+00:00,2026-06-05T02:30:00+00:00,5,T5,T1-T8,228.42,severe_wet_afternoon,2.46,false,true,2.5509,true,231.88,234.34,Online,0.00,Offline,0.00,0.00,0.00,
198,2026-06-05T02:30:00+00:00,2026-06-05T03:00:00+00:00,5,T6,T1-T8,228.42,severe_wet_afternoon,2.21,false,false,2.3713,true,234.34,232.55,Online,4.00,Offline,0.00,4.00,913.68,
199,2026-06-05T03:00:00+00:00,2026-06-05T03:30:00+00:00,5,T7,T1-T8,228.42,severe_wet_afternoon,2.23,false,false,2.4516,true,232.55,230.78,Online,4.00,Offline,0.00,4.00,913.68,
200,2026-06-05T03:30:00+00:00,2026-06-05T04:00:00+00:00,5,T8,T1-T8,228.42,severe_wet_afternoon,2.06,false,false,2.1927,true,230.78,228.84,Online,4.00,Offline,0.00,4.00,913.68,
201,2026-06-05T04:00:00+00:00,2026-06-05T04:30:00+00:00,5,T9,T9-T16,257.37,severe_wet_afternoon,2.17,false,false,2.2343,true,228.84,231.01,Online,0.00,Offline,0.00,0.00,0.00,
202,2026-06-05T04:30:00+00:00,2026-06-05T05:00:00+00:00,5,T10,T9-T16,257.37,severe_wet_afternoon,2.45,false,false,2.5819,true,231.01,233.46,Online,0.00,Offline,0.00,0.00,0.00,
203,2026-06-05T05:00:00+00:00,2026-06-05T05:30:00+00:00,5,T11,T9-T16,257.37,severe_wet_afternoon,2.19,false,false,2.4061,true,233.46,231.65,Online,4.00,Offline,0.00,4.00,1029.48,
204,2026-06-05T05:30:00+00:00,2026-06-05T06:00:00+00:00,5,T12,T9-T16,257.37,severe_wet_afternoon,4.75,false,false,4.9168,true,231.65,232.40,Online,4.00,Offline,0.00,4.00,1029.48,
205,2026-06-05T06:00:00+00:00,2026-06-05T06:30:00+00:00,5,T13,T9-T16,257.37,severe_wet_afternoon,4.92,false,false,4.9995,true,232.40,229.32,Online,8.00,Offline,0.00,8.00,2058.96,
206,2026-06-05T06:30:00+00:00,2026-06-05T07:00:00+00:00,5,T14,T9-T16,257.37,severe_wet_afternoon,4.69,false,false,5.0726,true,229.32,230.01,Online,4.00,Offline,0.00,4.00,1029.48,
207,2026-06-05T07:00:00+00:00,2026-06-05T07:30:00+00:00,5,T15,T9-T16,257.37,severe_wet_afternoon,4.78,false,false,4.8121,true,230.01,230.79,Online,4.00,Offline,0.00,4.00,1029.48,
208,2026-06-05T07:30:00+00:00,2026-06-05T08:00:00+00:00,5,T16,T9-T16,257.37,severe_wet_afternoon,4.80,false,false,5.2169,true,230.79,231.59,Online,4.00,Offline,0.00,4.00,1029.48,
209,2026-06-05T08:00:00+00:00,2026-06-05T08:30:00+00:00,5,T17,T17-T24,282.66,severe_wet_afternoon,4.69,false,false,4.9467,true,231.59,228.28,Online,8.00,Offline,0.00,8.00,2261.28,
210,2026-06-05T08:30:00+00:00,2026-06-05T09:00:00+00:00,5,T18,T17-T24,282.66,severe_wet_afternoon,4.53,false,false,4.9215,true,228.28,228.81,Online,4.00,Offline,0.00,4.00,1130.64,
211,2026-06-05T09:00:00+00:00,2026-06-05T09:30:00+00:00,5,T19,T17-T24,282.66,severe_wet_afternoon,4.99,false,false,5.2850,true,228.81,229.80,Online,4.00,Offline,0.00,4.00,1130.64,
212,2026-06-05T09:30:00+00:00,2026-06-05T10:00:00+00:00,5,T20,T17-T24,282.66,severe_wet_afternoon,4.90,false,false,5.3688,true,229.80,230.70,Online,4.00,Offline,0.00,4.00,1130.64,
213,2026-06-05T10:00:00+00:00,2026-06-05T10:30:00+00:00,5,T21,T17-T24,282.66,severe_wet_afternoon,4.48,false,false,4.5184,true,230.70,227.18,Online,8.00,Offline,0.00,8.00,2261.28,
214,2026-06-05T10:30:00+00:00,2026-06-05T11:00:00+00:00,5,T22,T17-T24,282.66,severe_wet_afternoon,3.12,false,false,3.2407,true,227.18,230.30,Online,0.00,Offline,0.00,0.00,0.00,
215,2026-06-05T11:00:00+00:00,2026-06-05T11:30:00+00:00,5,T23,T17-T24,282.66,severe_wet_afternoon,3.04,false,false,3.0733,true,230.30,229.34,Online,4.00,Offline,0.00,4.00,1130.64,
216,2026-06-05T11:30:00+00:00,2026-06-05T12:00:00+00:00,5,T24,T17-T24,282.66,severe_wet_afternoon,9.11,false,false,9.5226,true,229.34,226.45,Online,12.00,Offline,0.00,12.00,3391.92,
217,2026-06-05T12:00:00+00:00,2026-06-05T12:30:00+00:00,5,T25,T25-T32,283.90,severe_wet_afternoon,9.20,false,false,9.5979,true,226.45,231.65,Online,4.00,Offline,0.00,4.00,1135.60,
218,2026-06-05T12:30:00+00:00,2026-06-05T13:00:00+00:00,5,T26,T25-T32,283.90,severe_wet_afternoon,8.52,false,false,8.6696,true,231.65,232.17,Online,8.00,Offline,0.00,8.00,2271.20,
219,2026-06-05T13:00:00+00:00,2026-06-05T13:30:00+00:00,5,T27,T25-T32,283.90,severe_wet_afternoon,8.88,false,false,9.3940,true,232.17,233.05,Online,8.00,Offline,0.00,8.00,2271.20,
220,2026-06-05T13:30:00+00:00,2026-06-05T14:00:00+00:00,5,T28,T25-T32,283.90,severe_wet_afternoon,8.57,false,false,9.1104,true,233.05,229.62,Online,12.00,Offline,0.00,12.00,3406.80,
221,2026-06-05T14:00:00+00:00,2026-06-05T14:30:00+00:00,5,T29,T25-T32,283.90,severe_wet_afternoon,8.87,false,false,8.8828,true,229.62,230.49,Online,8.00,Offline,0.00,8.00,2271.20,
222,2026-06-05T14:30:00+00:00,2026-06-05T15:00:00+00:00,5,T30,T25-T32,283.90,severe_wet_afternoon,8.86,false,false,9.4626,true,230.49,231.35,Online,8.00,Offline,0.00,8.00,2271.20,
223,2026-06-05T15:00:00+00:00,2026-06-05T15:30:00+00:00,5,T31,T25-T32,283.90,severe_wet_afternoon,8.74,false,false,9.4660,true,231.35,228.09,Online,12.00,Offline,0.00,12.00,3406.80,
224,2026-06-05T15:30:00+00:00,2026-06-05T16:00:00+00:00,5,T32,T25-T32,283.90,severe_wet_afternoon,9.20,false,false,9.8488,true,228.09,229.29,Online,8.00,Offline,0.00,8.00,2271.20,
225,2026-06-05T16:00:00+00:00,2026-06-05T16:30:00+00:00,5,T33,T33-T40,302.47,severe_wet_afternoon,12.61,false,false,13.8057,true,229.29,229.90,Online,12.00,Offline,0.00,12.00,3629.64,
226,2026-06-05T16:30:00+00:00,2026-06-05T17:00:00+00:00,5,T34,T33-T40,302.47,severe_wet_afternoon,12.17,false,false,13.1765,true,229.90,226.07,Online,16.00,Offline,0.00,16.00,4839.52,
227,2026-06-05T17:00:00+00:00,2026-06-05T17:30:00+00:00,5,T35,T33-T40,302.47,severe_wet_afternoon,12.52,false,false,13.2772,true,226.07,226.59,Online,12.00,Offline,0.00,12.00,3629.64,
228,2026-06-05T17:30:00+00:00,2026-06-05T18:00:00+00:00,5,T36,T33-T40,302.47,severe_wet_afternoon,12.19,false,false,12.5373,true,226.59,226.78,Online,12.00,Offline,0.00,12.00,3629.64,
229,2026-06-05T18:00:00+00:00,2026-06-05T18:30:00+00:00,5,T37,T33-T40,302.47,severe_wet_afternoon,11.94,false,false,12.2128,true,226.78,226.72,Online,12.00,Offline,0.00,12.00,3629.64,
230,2026-06-05T18:30:00+00:00,2026-06-05T19:00:00+00:00,5,T38,T33-T40,302.47,severe_wet_afternoon,12.14,false,false,12.6423,true,226.72,226.86,Online,12.00,Offline,0.00,12.00,3629.64,
231,2026-06-05T19:00:00+00:00,2026-06-05T19:30:00+00:00,5,T39,T33-T40,302.47,severe_wet_afternoon,4.91,false,false,5.1478,true,226.86,223.77,Online,8.00,Offline,0.00,8.00,2419.76,
232,2026-06-05T19:30:00+00:00,2026-06-05T20:00:00+00:00,5,T40,T33-T40,302.47,severe_wet_afternoon,5.34,false,false,5.5794,true,223.77,225.11,Online,4.00,Offline,0.00,4.00,1209.88,
233,2026-06-05T20:00:00+00:00,2026-06-05T20:30:00+00:00,5,T41,T41-T48,277.06,severe_wet_afternoon,5.04,false,false,5.3783,true,225.11,226.15,Online,4.00,Offline,0.00,4.00,1108.24,
234,2026-06-05T20:30:00+00:00,2026-06-05T21:00:00+00:00,5,T42,T41-T48,277.06,severe_wet_afternoon,5.15,false,false,5.1933,true,226.15,223.30,Online,8.00,Offline,0.00,8.00,2216.48,
235,2026-06-05T21:00:00+00:00,2026-06-05T21:30:00+00:00,5,T43,T41-T48,277.06,severe_wet_afternoon,5.32,false,false,5.3851,true,223.30,224.62,Online,4.00,Offline,0.00,4.00,1108.24,
236,2026-06-05T21:30:00+00:00,2026-06-05T22:00:00+00:00,5,T44,T41-T48,277.06,severe_wet_afternoon,2.50,false,false,2.6251,true,224.62,223.12,Online,4.00,Offline,0.00,4.00,1108.24,
237,2026-06-05T22:00:00+00:00,2026-06-05T22:30:00+00:00,5,T45,T41-T48,277.06,severe_wet_afternoon,2.43,false,false,2.6669,true,223.12,225.55,Online,0.00,Offline,0.00,0.00,0.00,
238,2026-06-05T22:30:00+00:00,2026-06-05T23:00:00+00:00,5,T46,T41-T48,277.06,severe_wet_afternoon,2.19,false,false,2.2512,true,225.55,223.74,Online,4.00,Offline,0.00,4.00,1108.24,
239,2026-06-05T23:00:00+00:00,2026-06-05T23:30:00+00:00,5,T47,T41-T48,277.06,severe_wet_afternoon,2.41,false,false,2.4156,true,223.74,222.15,Online,4.00,Offline,0.00,4.00,1108.24,
240,2026-06-05T23:30:00+00:00,2026-06-06T00:00:00+00:00,5,T48,T41-T48,277.06,severe_wet_afternoon,2.26,false,false,2.2810,true,222.15,224.41,Online,0.00,Offline,0.00,0.00,0.00,
241,2026-06-06T00:00:00+00:00,2026-06-06T00:30:00+00:00,6,T1,T1-T8,228.42,extreme_dry,0.25,false,false,0.2523,true,224.41,224.66,Online,0.00,Offline,0.00,0.00,0.00,
242,2026-06-06T00:30:00+00:00,2026-06-06T01:00:00+00:00,6,T2,T1-T8,228.42,extreme_dry,0.05,false,false,0.0538,true,224.66,224.71,Online,0.00,Offline,0.00,0.00,0.00,
243,2026-06-06T01:00:00+00:00,2026-06-06T01:30:00+00:00,6,T3,T1-T8,228.42,extreme_dry,0.05,false,false,0.0549,true,224.71,224.76,Online,0.00,Offline,0.00,0.00,0.00,
244,2026-06-06T01:30:00+00:00,2026-06-06T02:00:00+00:00,6,T4,T1-T8,228.42,extreme_dry,0.14,false,false,0.1478,true,224.76,224.90,Online,0.00,Offline,0.00,0.00,0.00,
245,2026-06-06T02:00:00+00:00,2026-06-06T02:30:00+00:00,6,T5,T1-T8,228.42,extreme_dry,0.05,false,false,0.0505,true,224.90,224.95,Online,0.00,Offline,0.00,0.00,0.00,
246,2026-06-06T02:30:00+00:00,2026-06-06T03:00:00+00:00,6,T6,T1-T8,228.42,extreme_dry,0.15,false,false,0.1603,true,224.95,225.10,Online,0.00,Offline,0.00,0.00,0.00,
247,2026-06-06T03:00:00+00:00,2026-06-06T03:30:00+00:00,6,T7,T1-T8,228.42,extreme_dry,0.16,false,false,0.1700,true,225.10,225.26,Online,0.00,Offline,0.00,0.00,0.00,
248,2026-06-06T03:30:00+00:00,2026-06-06T04:00:00+00:00,6,T8,T1-T8,228.42,extreme_dry,0.06,false,false,0.0601,true,225.26,225.32,Online,0.00,Offline,0.00,0.00,0.00,
249,2026-06-06T04:00:00+00:00,2026-06-06T04:30:00+00:00,6,T9,T9-T16,257.37,extreme_dry,0.12,false,false,0.1281,true,225.32,225.44,Online,0.00,Offline,0.00,0.00,0.00,
250,2026-06-06T04:30:00+00:00,2026-06-06T05:00:00+00:00,6,T10,T9-T16,257.37,extreme_dry,0.27,false,false,0.2779,true,225.44,225.71,Online,0.00,Offline,0.00,0.00,0.00,
251,2026-06-06T05:00:00+00:00,2026-06-06T05:30:00+00:00,6,T11,T9-T16,257.37,extreme_dry,0.15,false,false,0.1542,true,225.71,225.86,Online,0.00,Offline,0.00,0.00,0.00,
252,2026-06-06T05:30:00+00:00,2026-06-06T06:00:00+00:00,6,T12,T9-T16,257.37,extreme_dry,0.65,false,false,0.6783,true,225.86,226.51,Online,0.00,Offline,0.00,0.00,0.00,
253,2026-06-06T06:00:00+00:00,2026-06-06T06:30:00+00:00,6,T13,T9-T16,257.37,extreme_dry,0.69,false,false,0.6922,true,226.51,227.20,Online,0.00,Offline,0.00,0.00,0.00,
254,2026-06-06T06:30:00+00:00,2026-06-06T07:00:00+00:00,6,T14,T9-T16,257.37,extreme_dry,0.72,false,false,0.7545,true,227.20,227.92,Online,0.00,Offline,0.00,0.00,0.00,
255,2026-06-06T07:00:00+00:00,2026-06-06T07:30:00+00:00,6,T15,T9-T16,257.37,extreme_dry,0.47,false,false,0.4758,true,227.92,228.39,Online,0.00,Offline,0.00,0.00,0.00,
256,2026-06-06T07:30:00+00:00,2026-06-06T08:00:00+00:00,6,T16,T9-T16,257.37,extreme_dry,0.53,false,false,0.5318,true,228.39,228.92,Online,0.00,Offline,0.00,0.00,0.00,
257,2026-06-06T08:00:00+00:00,2026-06-06T08:30:00+00:00,6,T17,T17-T24,282.66,extreme_dry,0.46,false,false,0.4712,true,228.92,229.38,Online,0.00,Offline,0.00,0.00,0.00,
258,2026-06-06T08:30:00+00:00,2026-06-06T09:00:00+00:00,6,T18,T17-T24,282.66,extreme_dry,0.66,false,false,0.6613,true,229.38,230.04,Online,0.00,Offline,0.00,0.00,0.00,
259,2026-06-06T09:00:00+00:00,2026-06-06T09:30:00+00:00,6,T19,T17-T24,282.66,extreme_dry,0.70,false,false,0.7448,true,230.04,230.74,Online,0.00,Offline,0.00,0.00,0.00,
260,2026-06-06T09:30:00+00:00,2026-06-06T10:00:00+00:00,6,T20,T17-T24,282.66,extreme_dry,0.49,false,false,0.5271,true,230.74,231.23,Online,0.00,Offline,0.00,0.00,0.00,
261,2026-06-06T10:00:00+00:00,2026-06-06T10:30:00+00:00,6,T21,T17-T24,282.66,extreme_dry,0.62,false,false,0.6487,true,231.23,231.85,Online,0.00,Offline,0.00,0.00,0.00,
262,2026-06-06T10:30:00+00:00,2026-06-06T11:00:00+00:00,6,T22,T17-T24,282.66,extreme_dry,0.24,false,false,0.2543,true,231.85,232.09,Online,0.00,Offline,0.00,0.00,0.00,
263,2026-06-06T11:00:00+00:00,2026-06-06T11:30:00+00:00,6,T23,T17-T24,282.66,extreme_dry,0.34,false,false,0.3601,true,232.09,232.43,Online,0.00,Offline,0.00,0.00,0.00,
264,2026-06-06T11:30:00+00:00,2026-06-06T12:00:00+00:00,6,T24,T17-T24,282.66,extreme_dry,0.19,false,false,0.2018,true,232.43,232.62,Online,0.00,Offline,0.00,0.00,0.00,
265,2026-06-06T12:00:00+00:00,2026-06-06T12:30:00+00:00,6,T25,T25-T32,283.90,extreme_dry,0.32,false,false,0.3509,true,232.62,232.94,Online,0.00,Offline,0.00,0.00,0.00,
266,2026-06-06T12:30:00+00:00,2026-06-06T13:00:00+00:00,6,T26,T25-T32,283.90,extreme_dry,0.28,false,false,0.2907,true,232.94,233.22,Online,0.00,Offline,0.00,0.00,0.00,
