tick,timestamp,interval_end,day,time_period,tariff_band,tariff,weather_pattern,inflow,p1_out_of_action,p2_out_of_action,feasible,starting_volume,ending_volume,p1_status,p1_rate,p2_status,p2_rate,pumped_volume,energy_cost,warnings
836,2026-06-18T09:30:00+00:00,2026-06-18T10:00:00+00:00,18,T20,T17-T24,282.66,severe_wet_afternoon,4.55,true,false,true,233.58,234.13,Offline,0.00,Online,4.00,4.00,1130.64,
837,2026-06-18T10:00:00+00:00,2026-06-18T10:30:00+00:00,18,T21,T17-T24,282.66,severe_wet_afternoon,4.63,true,false,true,234.13,234.76,Offline,0.00,Online,4.00,4.00,1130.64,
838,2026-06-18T10:30:00+00:00,2026-06-18T11:00:00+00:00,18,T22,T17-T24,282.66,severe_wet_afternoon,3.20,true,false,true,234.76,233.96,Offline,0.00,Online,4.00,4.00,1130.64,
839,2026-06-18T11:00:00+00:00,2026-06-18T11:30:00+00:00,18,T23,T17-T24,282.66,severe_wet_afternoon,2.96,true,false,true,233.96,232.92,Offline,0.00,Online,4.00,4.00,1130.64,
840,2026-06-18T11:30:00+00:00,2026-06-18T12:00:00+00:00,18,T24,T17-T24,282.66,severe_wet_afternoon,8.88,true,false,true,232.92,233.80,Offline,0.00,Online,8.00,8.00,2261.28,
841,2026-06-18T12:00:00+00:00,2026-06-18T12:30:00+00:00,18,T25,T25-T32,283.90,severe_wet_afternoon,9.35,true,false,true,233.80,231.15,Offline,0.00,Online,12.00,12.00,3406.80,
842,2026-06-18T12:30:00+00:00,2026-06-18T13:00:00+00:00,18,T26,T25-T32,283.90,severe_wet_afternoon,8.92,true,false,true,231.15,228.07,Offline,0.00,Online,12.00,12.00,3406.80,
843,2026-06-18T13:00:00+00:00,2026-06-18T13:30:00+00:00,18,T27,T25-T32,283.90,severe_wet_afternoon,9.13,false,false,true,228.07,233.20,Offline,0.00,Online,4.00,4.00,1135.60,
844,2026-06-18T13:30:00+00:00,2026-06-18T14:00:00+00:00,18,T28,T25-T32,283.90,severe_wet_afternoon,8.56,false,false,true,233.20,233.76,Offline,0.00,Online,8.00,8.00,2271.20,
845,2026-06-18T14:00:00+00:00,2026-06-18T14:30:00+00:00,18,T29,T25-T32,283.90,severe_wet_afternoon,9.23,false,false,true,233.76,230.99,Offline,0.00,Online,12.00,12.00,3406.80,
846,2026-06-18T14:30:00+00:00,2026-06-18T15:00:00+00:00,18,T30,T25-T32,283.90,severe_wet_afternoon,8.76,false,false,true,230.99,227.75,Offline,0.00,Online,12.00,12.00,3406.80,
847,2026-06-18T15:00:00+00:00,2026-06-18T15:30:00+00:00,18,T31,T25-T32,283.90,severe_wet_afternoon,9.26,false,false,true,227.75,233.01,Offline,0.00,Online,4.00,4.00,1135.60,
848,2026-06-18T15:30:00+00:00,2026-06-18T16:00:00+00:00,18,T32,T25-T32,283.90,severe_wet_afternoon,9.13,false,false,true,233.01,226.14,Offline,0.00,Online,16.00,16.00,4542.40,
849,2026-06-18T16:00:00+00:00,2026-06-18T16:30:00+00:00,18,T33,T33-T40,302.47,severe_wet_afternoon,12.67,false,false,true,226.14,234.81,Offline,0.00,Online,4.00,4.00,1209.88,
850,2026-06-18T16:30:00+00:00,2026-06-18T17:00:00+00:00,18,T34,T33-T40,302.47,severe_wet_afternoon,12.68,false,false,true,234.81,231.49,Offline,0.00,Online,16.00,16.00,4839.52,
851,2026-06-18T17:00:00+00:00,2026-06-18T17:30:00+00:00,18,T35,T33-T40,302.47,severe_wet_afternoon,12.49,false,false,true,231.49,231.98,Offline,0.00,Online,12.00,12.00,3629.64,
852,2026-06-18T17:30:00+00:00,2026-06-18T18:00:00+00:00,18,T36,T33-T40,302.47,severe_wet_afternoon,12.19,false,false,true,231.98,232.17,Offline,0.00,Online,12.00,12.00,3629.64,
853,2026-06-18T18:00:00+00:00,2026-06-18T18:30:00+00:00,18,T37,T33-T40,302.47,severe_wet_afternoon,12.42,false,false,true,232.17,232.59,Offline,0.00,Online,12.00,12.00,3629.64,
854,2026-06-18T18:30:00+00:00,2026-06-18T19:00:00+00:00,18,T38,T33-T40,302.47,severe_wet_afternoon,12.20,false,false,true,232.59,232.79,Offline,0.00,Online,12.00,12.00,3629.64,
855,2026-06-18T19:00:00+00:00,2026-06-18T19:30:00+00:00,18,T39,T33-T40,302.47,severe_wet_afternoon,5.09,false,false,true,232.79,233.88,Offline,0.00,Online,4.00,4.00,1209.88,
856,2026-06-18T19:30:00+00:00,2026-06-18T20:00:00+00:00,18,T40,T33-T40,302.47,severe_wet_afternoon,4.87,false,false,true,233.88,234.75,Offline,0.00,Online,4.00,4.00,1209.88,
857,2026-06-18T20:00:00+00:00,2026-06-18T20:30:00+00:00,18,T41,T41-T48,277.06,severe_wet_afternoon,4.90,false,false,true,234.75,231.65,Offline,0.00,Online,8.00,8.00,2216.48,
858,2026-06-18T20:30:00+00:00,2026-06-18T21:00:00+00:00,18,T42,T41-T48,277.06,severe_wet_afternoon,5.05,false,false,true,231.65,232.70,Offline,0.00,Online,4.00,4.00,1108.24,
859,2026-06-18T21:00:00+00:00,2026-06-18T21:30:00+00:00,18,T43,T41-T48,277.06,severe_wet_afternoon,4.90,false,false,true,232.70,233.60,Offline,0.00,Online,4.00,4.00,1108.24,
860,2026-06-18T21:30:00+00:00,2026-06-18T22:00:00+00:00,18,T44,T41-T48,277.06,severe_wet_afternoon,2.35,false,false,true,233.60,231.95,Offline,0.00,Online,4.00,4.00,1108.24,
861,2026-06-18T22:00:00+00:00,2026-06-18T22:30:00+00:00,18,T45,T41-T48,277.06,severe_wet_afternoon,2.39,false,false,true,231.95,234.34,Offline,0.00,Online,0.00,0.00,0.00,
862,2026-06-18T22:30:00+00:00,2026-06-18T23:00:00+00:00,18,T46,T41-T48,277.06,severe_wet_afternoon,2.68,false,false,true,234.34,233.02,Offline,0.00,Online,4.00,4.00,1108.24,
863,2026-06-18T23:00:00+00:00,2026-06-18T23:30:00+00:00,18,T47,T41-T48,277.06,severe_wet_afternoon,2.38,false,false,true,233.02,231.40,Offline,0.00,Online,4.00,4.00,1108.24,
864,2026-06-18T23:30:00+00:00,2026-06-19T00:00:00+00:00,18,T48,T41-T48,277.06,severe_wet_afternoon,2.62,false,false,true,231.40,234.02,Offline,0.00,Online,0.00,0.00,0.00,
865,2026-06-19T00:00:00+00:00,2026-06-19T00:30:00+00:00,19,T1,T1-T8,228.42,wet_multi_day,3.18,false,false,true,234.02,233.20,Offline,0.00,Online,4.00,4.00,913.68,
866,2026-06-19T00:30:00+00:00,2026-06-19T01:00:00+00:00,19,T2,T1-T8,228.42,wet_multi_day,2.68,false,false,true,233.20,231.88,Offline,0.00,Online,4.00,4.00,913.68,
867,2026-06-19T01:00:00+00:00,2026-06-19T01:30:00+00:00,19,T3,T1-T8,228.42,wet_multi_day,2.85,false,false,true,231.88,234.73,Offline,0.00,Online,0.00,0.00,0.00,
868,2026-06-19T01:30:00+00:00,2026-06-19T02:00:00+00:00,19,T4,T1-T8,228.42,wet_multi_day,2.79,false,false,true,234.73,233.52,Offline,0.00,Online,4.00,4.00,913.68,
869,2026-06-19T02:00:00+00:00,2026-06-19T02:30:00+00:00,19,T5,T1-T8,228.42,wet_multi_day,3.10,false,false,true,233.52,232.62,Offline,0.00,Online,4.00,4.00,913.68,
870,2026-06-19T02:30:00+00:00,2026-06-19T03:00:00+00:00,19,T6,T1-T8,228.42,wet_multi_day,3.04,false,false,true,232.62,231.66,Offline,0.00,Online,4.00,4.00,913.68,
871,2026-06-19T03:00:00+00:00,2026-06-19T03:30:00+00:00,19,T7,T1-T8,228.42,wet_multi_day,2.93,false,false,true,231.66,234.59,Offline,0.00,Online,0.00,0.00,0.00,
872,2026-06-19T03:30:00+00:00,2026-06-19T04:00:00+00:00,19,T8,T1-T8,228.42,wet_multi_day,2.73,false,false,true,234.59,225.32,Offline,0.00,Online,12.00,12.00,2741.04,
873,2026-06-19T04:00:00+00:00,2026-06-19T04:30:00+00:00,19,T9,T9-T16,257.37,wet_multi_day,2.84,false,false,true,225.32,228.16,Offline,0.00,Online,0.00,0.00,0.00,
874,2026-06-19T04:30:00+00:00,2026-06-19T05:00:00+00:00,19,T10,T9-T16,257.37,wet_multi_day,3.08,false,false,true,228.16,231.24,Offline,0.00,Online,0.00,0.00,0.00,
875,2026-06-19T05:00:00+00:00,2026-06-19T05:30:00+00:00,19,T11,T9-T16,257.37,wet_multi_day,2.87,false,false,true,231.24,234.11,Offline,0.00,Online,0.00,0.00,0.00,
876,2026-06-19T05:30:00+00:00,2026-06-19T06:00:00+00:00,19,T12,T9-T16,257.37,wet_multi_day,6.09,false,false,true,234.11,228.20,Offline,0.00,Online,12.00,12.00,3088.44,
877,2026-06-19T06:00:00+00:00,2026-06-19T06:30:00+00:00,19,T13,T9-T16,257.37,wet_multi_day,6.68,false,false,true,228.20,230.88,Offline,0.00,Online,4.00,4.00,1029.48,
878,2026-06-19T06:30:00+00:00,2026-06-19T07:00:00+00:00,19,T14,T9-T16,257.37,wet_multi_day,6.11,false,false,true,230.88,232.99,Offline,0.00,Online,4.00,4.00,1029.48,
879,2026-06-19T07:00:00+00:00,2026-06-19T07:30:00+00:00,19,T15,T9-T16,257.37,wet_multi_day,6.32,false,false,true,232.99,231.31,Offline,0.00,Online,8.00,8.00,2058.96,
880,2026-06-19T07:30:00+00:00,2026-06-19T08:00:00+00:00,19,T16,T9-T16,257.37,wet_multi_day,6.26,false,false,true,231.31,229.57,Offline,0.00,Online,8.00,8.00,2058.96,
881,2026-06-19T08:00:00+00:00,2026-06-19T08:30:00+00:00,19,T17,T17-T24,282.66,wet_multi_day,6.26,false,false,true,229.57,231.83,Offline,0.00,Online,4.00,4.00,1130.64,
882,2026-06-19T08:30:00+00:00,2026-06-19T09:00:00+00:00,19,T18,T17-T24,282.66,wet_multi_day,6.20,false,false,true,231.83,234.03,Offline,0.00,Online,4.00,4.00,1130.64,
883,2026-06-19T09:00:00+00:00,2026-06-19T09:30:00+00:00,19,T19,T17-T24,282.66,wet_multi_day,6.11,false,false,true,234.03,232.14,Offline,0.00,Online,8.00,8.00,2261.28,
884,2026-06-19T09:30:00+00:00,2026-06-19T10:00:00+00:00,19,T20,T17-T24,282.66,wet_multi_day,6.58,false,false,true,232.14,234.72,Offline,0.00,Online,4.00,4.00,1130.64,
885,2026-06-19T10:00:00+00:00,2026-06-19T10:30:00+00:00,19,T21,T17-T24,282.66,wet_multi_day,6.31,false,false,true,234.72,233.03,Offline,0.00,Online,8.00,8.00,2261.28,
886,2026-06-19T10:30:00+00:00,2026-06-19T11:00:00+00:00,19,T22,T17-T24,282.66,wet_multi_day,3.89,false,false,true,233.03,232.92,Offline,0.00,Online,4.00,4.00,1130.64,
887,2026-06-19T11:00:00+00:00,2026-06-19T11:30:00+00:00,19,T23,T17-T24,282.66,wet_multi_day,3.81,false,false,true,232.92,232.73,Offline,0.00,Online,4.00,4.00,1130.64,
888,2026-06-19T11:30:00+00:00,2026-06-19T12:00:00+00:00,19,T24,T17-T24,282.66,wet_multi_day,4.03,false,false,true,232.73,232.76,Offline,0.00,Online,4.00,4.00,1130.64,
889,2026-06-19T12:00:00+00:00,2026-06-19T12:30:00+00:00,19,T25,T25-T32,283.90,wet_multi_day,4.07,false,false,true,232.76,232.83,Online,0.00,Online,4.00,4.00,1135.60,
890,2026-06-19T12:30:00+00:00,2026-06-19T13:00:00+00:00,19,T26,T25-T32,283.90,wet_multi_day,3.94,false,true,true,232.83,232.77,Online,4.00,Offline,0.00,4.00,1135.60,
891,2026-06-19T13:00:00+00:00,2026-06-19T13:30:00+00:00,19,T27,T25-T32,283.90,wet_multi_day,3.95,false,true,true,232.77,232.72,Online,4.00,Offline,0.00,4.00,1135.60,
892,2026-06-19T13:30:00+00:00,2026-06-19T14:00:00+00:00,19,T28,T25-T32,283.90,wet_multi_day,3.93,false,true,true,232.72,228.65,Online,8.00,Offline,0.00,8.00,2271.20,
893,2026-06-19T14:00:00+00:00,2026-06-19T14:30:00+00:00,19,T29,T25-T32,283.90,wet_multi_day,4.17,false,true,true,228.65,232.82,Online,0.00,Offline,0.00,0.00,0.00,
894,2026-06-19T14:30:00+00:00,2026-06-19T15:00:00+00:00,19,T30,T25-T32,283.90,wet_multi_day,3.86,false,false,true,232.82,232.68,Online,4.00,Offline,0.00,4.00,1135.60,
895,2026-06-19T15:00:00+00:00,2026-06-19T15:30:00+00:00,19,T31,T25-T32,283.90,wet_multi_day,4.15,false,false,true,232.68,232.83,Online,4.00,Offline,0.00,4.00,1135.60,
896,2026-06-19T15:30:00+00:00,2026-06-19T16:00:00+00:00,19,T32,T25-T32,283.90,wet_multi_day,4.02,false,false,true,232.83,224.85,Online,12.00,Offline,0.00,12.00,3406.80,
897,2026-06-19T16:00:00+00:00,2026-06-19T16:30:00+00:00,19,T33,T33-T40,302.47,wet_multi_day,6.90,false,false,true,224.85,231.75,Online,0.00,Offline,0.00,0.00,0.00,
898,2026-06-19T16:30:00+00:00,2026-06-19T17:00:00+00:00,19,T34,T33-T40,302.47,wet_multi_day,6.95,true,false,true,231.75,234.70,Offline,0.00,Online,4.00,4.00,1209.88,
899,2026-06-19T17:00:00+00:00,2026-06-19T17:30:00+00:00,19,T35,T33-T40,302.47,wet_multi_day,7.04,true,false,true,234.70,229.74,Offline,0.00,Online,12.00,12.00,3629.64,
900,2026-06-19T17:30:00+00:00,2026-06-19T18:00:00+00:00,19,T36,T33-T40,302.47,wet_multi_day,6.70,true,false,true,229.74,228.44,Offline,0.00,Online,8.00,8.00,2419.76,
901,2026-06-19T18:00:00+00:00,2026-06-19T18:30:00+00:00,19,T37,T33-T40,302.47,wet_multi_day,7.02,true,false,true,228.44,231.46,Offline,0.00,Online,4.00,4.00,1209.88,
902,2026-06-19T18:30:00+00:00,2026-06-19T19:00:00+00:00,19,T38,T33-T40,302.47,wet_multi_day,6.60,true,false,true,231.46,230.06,Offline,0.00,Online,8.00,8.00,2419.76,
903,2026-06-19T19:00:00+00:00,2026-06-19T19:30:00+00:00,19,T39,T33-T40,302.47,wet_multi_day,7.10,true,false,true,230.06,233.16,Offline,0.00,Online,4.00,4.00,1209.88,
904,2026-06-19T19:30:00+00:00,2026-06-19T20:00:00+00:00,19,T40,T33-T40,302.47,wet_multi_day,6.62,false,false,true,233.16,231.78,Offline,0.00,Online,8.00,8.00,2419.76,
905,2026-06-19T20:00:00+00:00,2026-06-19T20:30:00+00:00,19,T41,T41-T48,277.06,wet_multi_day,6.87,false,false,true,231.78,234.65,Offline,0.00,Online,4.00,4.00,1108.24,
906,2026-06-19T20:30:00+00:00,2026-06-19T21:00:00+00:00,19,T42,T41-T48,277.06,wet_multi_day,6.56,false,false,true,234.65,233.21,Offline,0.00,Online,8.00,8.00,2216.48,
907,2026-06-19T21:00:00+00:00,2026-06-19T21:30:00+00:00,19,T43,T41-T48,277.06,wet_multi_day,6.55,false,false,true,233.21,231.76,Offline,0.00,Online,8.00,8.00,2216.48,
908,2026-06-19T21:30:00+00:00,2026-06-19T22:00:00+00:00,19,T44,T41-T48,277.06,wet_multi_day,3.37,false,false,true,231.76,231.13,Offline,0.00,Online,4.00,4.00,1108.24,
909,2026-06-19T22:00:00+00:00,2026-06-19T22:30:00+00:00,19,T45,T41-T48,277.06,wet_multi_day,3.31,false,false,true,231.13,234.44,Offline,0.00,Online,0.00,0.00,0.00,
910,2026-06-19T22:30:00+00:00,2026-06-19T23:00:00+00:00,19,T46,T41-T48,277.06,wet_multi_day,3.36,false,false,true,234.44,233.80,Offline,0.00,Online,4.00,4.00,1108.24,
911,2026-06-19T23:00:00+00:00,2026-06-19T23:30:00+00:00,19,T47,T41-T48,277.06,wet_multi_day,3.43,false,false,true,233.80,233.23,Offline,0.00,Online,4.00,4.00,1108.24,
912,2026-06-19T23:30:00+00:00,2026-06-20T00:00:00+00:00,19,T48,T41-T48,277.06,wet_multi_day,3.29,false,false,true,233.23,232.52,Offline,0.00,Online,4.00,4.00,1108.24,
913,2026-06-20T00:00:00+00:00,2026-06-20T00:30:00+00:00,20,T1,T1-T8,228.42,wet_multi_day,3.10,false,false,true,232.52,231.62,Offline,0.00,Online,4.00,4.00,913.68,
914,2026-06-20T00:30:00+00:00,2026-06-20T01:00:00+00:00,20,T2,T1-T8,228.42,wet_multi_day,3.15,false,false,true,231.62,234.77,Offline,0.00,Online,0.00,0.00,0.00,
915,2026-06-20T01:00:00+00:00,2026-06-20T01:30:00+00:00,20,T3,T1-T8,228.42,wet_multi_day,3.10,false,false,true,234.77,233.87,Offline,0.00,Online,4.00,4.00,913.68,
916,2026-06-20T01:30:00+00:00,2026-06-20T02:00:00+00:00,20,T4,T1-T8,228.42,wet_multi_day,3.12,false,false,true,233.87,232.99,Offline,0.00,Online,4.00,4.00,913.68,
917,2026-06-20T02:00:00+00:00,2026-06-20T02:30:00+00:00,20,T5,T1-T8,228.42,wet_multi_day,3.09,false,false,true,232.99,232.08,Offline,0.00,Online,4.00,4.00,913.68,
918,2026-06-20T02:30:00+00:00,2026-06-20T03:00:00+00:00,20,T6,T1-T8,228.42,wet_multi_day,2.88,false,false,true,232.08,234.96,Offline,0.00,Online,0.00,0.00,0.00,
919,2026-06-20T03:00:00+00:00,2026-06-20T03:30:00+00:00,20,T7,T1-T8,228.42,wet_multi_day,2.76,false,false,true,234.96,229.72,Online,0.00,Online,8.00,8.00,1827.36,
920,2026-06-20T03:30:00+00:00,2026-06-20T04:00:00+00:00,20,T8,T1-T8,228.42,wet_multi_day,2.58,false,false,true,229.72,224.30,Online,0.00,Online,8.00,8.00,1827.36,
921,2026-06-20T04:00:00+00:00,2026-06-20T04:30:00+00:00,20,T9,T9-T16,257.37,wet_multi_day,2.64,false,false,true,224.30,226.94,Online,0.00,Online,0.00,0.00,0.00,
922,2026-06-20T04:30:00+00:00,2026-06-20T05:00:00+00:00,20,T10,T9-T16,257.37,wet_multi_day,2.73,false,false,true,226.94,229.67,Online,0.00,Online,0.00,0.00,0.00,
923,2026-06-20T05:00:00+00:00,2026-06-20T05:30:00+00:00,20,T11,T9-T16,257.37,wet_multi_day,3.15,false,false,true,229.67,232.82,Online,0.00,Online,0.00,0.00,0.00,
924,2026-06-20T05:30:00+00:00,2026-06-20T06:00:00+00:00,20,T12,T9-T16,257.37,wet_multi_day,6.48,false,false,true,232.82,227.30,Online,0.00,Online,12.00,12.00,3088.44,
925,2026-06-20T06:00:00+00:00,2026-06-20T06:30:00+00:00,20,T13,T9-T16,257.37,wet_multi_day,6.42,false,true,true,227.30,233.72,Online,0.00,Offline,0.00,0.00,0.00,
926,2026-06-20T06:30:00+00:00,2026-06-20T07:00:00+00:00,20,T14,T9-T16,257.37,wet_multi_day,6.11,false,true,true,233.72,231.83,Online,8.00,Offline,0.00,8.00,2058.96,
927,2026-06-20T07:00:00+00:00,2026-06-20T07:30:00+00:00,20,T15,T9-T16,257.37,wet_multi_day,6.31,false,true,true,231.83,234.14,Online,4.00,Offline,0.00,4.00,1029.48,
928,2026-06-20T07:30:00+00:00,2026-06-20T08:00:00+00:00,20,T16,T9-T16,257.37,wet_multi_day,6.34,false,true,true,234.14,224.48,Online,16.00,Offline,0.00,16.00,4117.92,
929,2026-06-20T08:00:00+00:00,2026-06-20T08:30:00+00:00,20,T17,T17-T24,282.66,wet_multi_day,6.54,false,true,true,224.48,231.02,Online,0.00,Offline,0.00,0.00,0.00,
930,2026-06-20T08:30:00+00:00,2026-06-20T09:00:00+00:00,20,T18,T17-T24,282.66,wet_multi_day,6.43,false,true,true,231.02,233.45,Online,4.00,Offline,0.00,4.00,1130.64,
931,2026-06-20T09:00:00+00:00,2026-06-20T09:30:00+00:00,20,T19,T17-T24,282.66,wet_multi_day,6.13,false,true,true,233.45,231.58,Online,8.00,Offline,0.00,8.00,2261.28,
932,2026-06-20T09:30:00+00:00,2026-06-20T10:00:00+00:00,20,T20,T17-T24,282.66,wet_multi_day,6.37,false,true,true,231.58,233.95,Online,4.00,Offline,0.00,4.00,1130.64,
933,2026-06-20T10:00:00+00:00,2026-06-20T10:30:00+00:00,20,T21,T17-T24,282.66,wet_multi_day,6.32,false,true,true,233.95,232.27,Online,8.00,Offline,0.00,8.00,2261.28,
934,2026-06-20T10:30:00+00:00,2026-06-20T11:00:00+00:00,20,T22,T17-T24,282.66,wet_multi_day,4.41,false,true,true,232.27,228.68,Online,8.00,Offline,0.00,8.00,2261.28,
935,2026-06-20T11:00:00+00:00,2026-06-20T11:30:00+00:00,20,T23,T17-T24,282.66,wet_multi_day,4.11,true,false,true,228.68,232.79,Offline,0.00,Online,0.00,0.00,0.00,
936,2026-06-20T11:30:00+00:00,2026-06-20T12:00:00+00:00,20,T24,T17-T24,282.66,wet_multi_day,3.89,true,false,true,232.79,232.68,Offline,0.00,Online,4.00,4.00,1130.64,
937,2026-06-20T12:00:00+00:00,2026-06-20T12:30:00+00:00,20,T25,T25-T32,283.90,wet_multi_day,4.30,true,false,true,232.68,232.98,Offline,0.00,Online,4.00,4.00,1135.60,
938,2026-06-20T12:30:00+00:00,2026-06-20T13:00:00+00:00,20,T26,T25-T32,283.90,wet_multi_day,4.38,true,false,true,232.98,233.36,Offline,0.00,Online,4.00,4.00,1135.60,
939,2026-06-20T13:00:00+00:00,2026-06-20T13:30:00+00:00,20,T27,T25-T32,283.90,wet_multi_day,4.23,true,false,true,233.36,233.59,Offline,0.00,Online,4.00,4.00,1135.60,
940,2026-06-20T13:30:00+00:00,2026-06-20T14:00:00+00:00,20,T28,T25-T32,283.90,wet_multi_day,3.94,true,false,true,233.59,233.53,Offline,0.00,Online,4.00,4.00,1135.60,
941,2026-06-20T14:00:00+00:00,2026-06-20T14:30:00+00:00,20,T29,T25-T32,283.90,wet_multi_day,4.10,true,false,true,233.53,229.63,Offline,0.00,Online,8.00,8.00,2271.20,
942,2026-06-20T14:30:00+00:00,2026-06-20T15:00:00+00:00,20,T30,T25-T32,283.90,wet_multi_day,4.23,false,false,true,229.63,233.86,Offline,0.00,Online,0.00,0.00,0.00,
943,2026-06-20T15:00:00+00:00,2026-06-20T15:30:00+00:00,20,T31,T25-T32,283.90,wet_multi_day,4.18,false,false,true,233.86,234.04,Offline,0.00,Online,4.00,4.00,1135.60,
944,2026-06-20T15:30:00+00:00,2026-06-20T16:00:00+00:00,20,T32,T25-T32,283.90,wet_multi_day,4.35,false,false,true,234.04,222.39,Offline,0.00,Online,16.00,16.00,4542.40,
945,2026-06-20T16:00:00+00:00,2026-06-20T16:30:00+00:00,20,T33,T33-T40,302.47,wet_multi_day,7.04,false,false,true,222.39,229.43,Online,0.00,Online,0.00,0.00,0.00,
946,2026-06-20T16:30:00+00:00,2026-06-20T17:00:00+00:00,20,T34,T33-T40,302.47,wet_multi_day,7.00,false,false,true,229.43,228.43,Online,0.00,Online,8.00,8.00,2419.76,
947,2026-06-20T17:00:00+00:00,2026-06-20T17:30:00+00:00,20,T35,T33-T40,302.47,wet_multi_day,6.83,false,false,true,228.43,231.26,Online,0.00,Online,4.00,4.00,1209.88,
948,2026-06-20T17:30:00+00:00,2026-06-20T18:00:00+00:00,20,T36,T33-T40,302.47,wet_multi_day,7.11,false,false,true,231.26,230.37,Online,0.00,Online,8.00,8.00,2419.76,
949,2026-06-20T18:00:00+00:00,2026-06-20T18:30:00+00:00,20,T37,T33-T40,302.47,wet_multi_day,6.55,false,true,true,230.37,232.92,Online,4.00,Offline,0.00,4.00,1209.88,
950,2026-06-20T18:30:00+00:00,2026-06-20T19:00:00+00:00,20,T38,T33-T40,302.47,wet_multi_day,6.84,false,true,true,232.92,227.76,Online,12.00,Offline,0.00,12.00,3629.64,
951,2026-06-20T19:00:00+00:00,2026-06-20T19:30:00+00:00,20,T39,T33-T40,302.47,wet_multi_day,6.88,false,true,true,227.76,234.64,Online,0.00,Offline,0.00,0.00,0.00,
952,2026-06-20T19:30:00+00:00,2026-06-20T20:00:00+00:00,20,T40,T33-T40,302.47,wet_multi_day,7.02,false,true,true,234.64,233.66,Online,8.00,Offline,0.00,8.00,2419.76,
953,2026-06-20T20:00:00+00:00,2026-06-20T20:30:00+00:00,20,T41,T41-T48,277.06,wet_multi_day,6.61,false,true,true,233.66,232.27,Online,8.00,Offline,0.00,8.00,2216.48,
954,2026-06-20T20:30:00+00:00,2026-06-20T21:00:00+00:00,20,T42,T41-T48,277.06,wet_multi_day,6.93,false,true,true,232.27,231.20,Online,8.00,Offline,0.00,8.00,2216.48,
955,2026-06-20T21:00:00+00:00,2026-06-20T21:30:00+00:00,20,T43,T41-T48,277.06,wet_multi_day,6.56,false,true,true,231.20,229.76,Online,8.00,Offline,0.00,8.00,2216.48,
956,2026-06-20T21:30:00+00:00,2026-06-20T22:00:00+00:00,20,T44,T41-T48,277.06,wet_multi_day,2.89,false,true,true,229.76,232.65,Online,0.00,Offline,0.00,0.00,0.00,
957,2026-06-20T22:00:00+00:00,2026-06-20T22:30:00+00:00,20,T45,T41-T48,277.06,wet_multi_day,2.96,false,true,true,232.65,231.61,Online,4.00,Offline,0.00,4.00,1108.24,
958,2026-06-20T22:30:00+00:00,2026-06-20T23:00:00+00:00,20,T46,T41-T48,277.06,wet_multi_day,2.99,false,false,true,231.61,234.60,Online,0.00,Offline,0.00,0.00,0.00,
959,2026-06-20T23:00:00+00:00,2026-06-20T23:30:00+00:00,20,T47,T41-T48,277.06,wet_multi_day,2.96,false,false,true,234.60,233.56,Online,4.00,Offline,0.00,4.00,1108.24,
960,2026-06-20T23:30:00+00:00,2026-06-21T00:00:00+00:00,20,T48,T41-T48,277.06,wet_multi_day,3.01,false,false,true,233.56,232.57,Online,4.00,Offline,0.00,4.00,1108.24,
961,2026-06-21T00:00:00+00:00,2026-06-21T00:30:00+00:00,21,T1,T1-T8,228.42,wet_multi_day,2.94,false,false,true,232.57,231.51,Online,4.00,Offline,0.00,4.00,913.68,
962,2026-06-21T00:30:00+00:00,2026-06-21T01:00:00+00:00,21,T2,T1-T8,228.42,wet_multi_day,2.56,false,false,true,231.51,234.07,Online,0.00,Offline,0.00,0.00,0.00,
963,2026-06-21T01:00:00+00:00,2026-06-21T01:30:00+00:00,21,T3,T1-T8,228.42,wet_multi_day,2.56,false,false,true,234.07,232.63,Online,4.00,Offline,0.00,4.00,913.68,
964,2026-06-21T01:30:00+00:00,2026-06-21T02:00:00+00:00,21,T4,T1-T8,228.42,wet_multi_day,2.82,false,false,true,232.63,231.45,Online,4.00,Offline,0.00,4.00,913.68,
965,2026-06-21T02:00:00+00:00,2026-06-21T02:30:00+00:00,21,T5,T1-T8,228.42,wet_multi_day,3.11,false,true,true,231.45,234.56,Online,0.00,Offline,0.00,0.00,0.00,
966,2026-06-21T02:30:00+00:00,2026-06-21T03:00:00+00:00,21,T6,T1-T8,228.42,wet_multi_day,2.59,false,true,true,234.56,233.15,Online,4.00,Offline,0.00,4.00,913.68,
967,2026-06-21T03:00:00+00:00,2026-06-21T03:30:00+00:00,21,T7,T1-T8,228.42,wet_multi_day,2.93,false,true,true,233.15,228.08,Online,8.00,Offline,0.00,8.00,1827.36,
968,2026-06-21T03:30:00+00:00,2026-06-21T04:00:00+00:00,21,T8,T1-T8,228.42,wet_multi_day,2.69,false,true,true,228.08,214.77,Online,16.00,Offline,0.00,16.00,3654.72,
969,2026-06-21T04:00:00+00:00,2026-06-21T04:30:00+00:00,21,T9,T9-T16,257.37,wet_multi_day,3.20,false,true,true,214.77,217.97,Online,0.00,Offline,0.00,0.00,0.00,
970,2026-06-21T04:30:00+00:00,2026-06-21T05:00:00+00:00,21,T10,T9-T16,257.37,wet_multi_day,3.11,false,true,true,217.97,221.08,Online,0.00,Offline,0.00,0.00,0.00,
