tick,timestamp,weather_pattern,tariff,actual_inflow,expected_inflow,actual_cost,forecast_optimizer_cost,cost_delta_optimizer_minus_actual,actual_ending_volume,forecast_optimizer_ending_volume,actual_pumped,forecast_optimizer_pumped,actual_warnings,forecast_optimizer_warnings
797,2026-06-17T14:00:00+00:00,wet,283.90,3.17,3.4475,0.00,1135.60,1135.60,51.00,231.00,0.00,4.00,,
798,2026-06-17T14:30:00+00:00,wet,283.90,3.18,3.4933,1135.60,1135.60,0.00,50.18,230.18,4.00,4.00,,
799,2026-06-17T15:00:00+00:00,wet,283.90,3.25,3.5355,0.00,0.00,0.00,53.43,233.43,0.00,0.00,,
800,2026-06-17T15:30:00+00:00,wet,283.90,3.59,3.6416,2271.20,1135.60,-1135.60,49.02,233.02,8.00,4.00,,
801,2026-06-17T16:00:00+00:00,wet,302.47,5.87,6.0133,2419.76,2419.76,0.00,46.89,230.89,8.00,8.00,,
802,2026-06-17T16:30:00+00:00,wet,302.47,5.79,5.8983,0.00,1209.88,1209.88,52.68,232.68,0.00,4.00,,
803,2026-06-17T17:00:00+00:00,wet,302.47,6.02,6.3649,3629.64,2419.76,-1209.88,46.70,230.70,12.00,8.00,,
804,2026-06-17T17:30:00+00:00,wet,302.47,5.92,6.0056,0.00,1209.88,1209.88,52.62,232.62,0.00,4.00,,
805,2026-06-17T18:00:00+00:00,wet,302.47,5.83,6.0979,3629.64,2419.76,-1209.88,46.45,230.45,12.00,8.00,,
806,2026-06-17T18:30:00+00:00,wet,302.47,5.94,6.5202,0.00,2419.76,2419.76,52.39,228.39,0.00,8.00,,
807,2026-06-17T19:00:00+00:00,wet,302.47,5.70,6.1341,2419.76,2419.76,0.00,50.09,226.09,8.00,8.00,,
808,2026-06-17T19:30:00+00:00,wet,302.47,5.65,5.8630,0.00,1209.88,1209.88,55.74,227.74,0.00,4.00,,
809,2026-06-17T20:00:00+00:00,wet,277.06,5.89,6.3401,1108.24,2216.48,1108.24,57.63,225.63,4.00,8.00,,
810,2026-06-17T20:30:00+00:00,wet,277.06,5.87,6.0754,0.00,2216.48,2216.48,63.50,223.50,0.00,8.00,,
811,2026-06-17T21:00:00+00:00,wet,277.06,5.56,6.1125,0.00,0.00,0.00,69.06,229.06,0.00,0.00,,
812,2026-06-17T21:30:00+00:00,wet,277.06,2.77,2.7705,0.00,2216.48,2216.48,71.83,223.83,0.00,8.00,,
813,2026-06-17T22:00:00+00:00,wet,277.06,2.40,2.6180,3324.72,0.00,-3324.72,62.23,226.23,12.00,0.00,,
814,2026-06-17T22:30:00+00:00,wet,277.06,2.75,2.8300,0.00,0.00,0.00,64.98,228.98,0.00,0.00,,
815,2026-06-17T23:00:00+00:00,wet,277.06,2.62,2.7722,1108.24,1108.24,0.00,63.60,227.60,4.00,4.00,,
816,2026-06-17T23:30:00+00:00,wet,277.06,2.59,2.8455,5541.20,1108.24,-4432.96,46.19,226.19,20.00,4.00,,
817,2026-06-18T00:00:00+00:00,severe_wet_afternoon,228.42,2.40,2.4302,0.00,0.00,0.00,48.59,228.59,0.00,0.00,,
818,2026-06-18T00:30:00+00:00,severe_wet_afternoon,228.42,2.50,2.6021,913.68,0.00,-913.68,47.09,231.09,4.00,0.00,,
819,2026-06-18T01:00:00+00:00,severe_wet_afternoon,228.42,2.27,2.3033,0.00,0.00,0.00,49.36,233.36,0.00,0.00,,
820,2026-06-18T01:30:00+00:00,severe_wet_afternoon,228.42,2.45,2.6071,913.68,913.68,0.00,47.81,231.81,4.00,4.00,,
821,2026-06-18T02:00:00+00:00,severe_wet_afternoon,228.42,2.43,2.6036,913.68,0.00,-913.68,46.24,234.24,4.00,0.00,,
822,2026-06-18T02:30:00+00:00,severe_wet_afternoon,228.42,2.40,2.4740,0.00,913.68,913.68,48.64,232.64,0.00,4.00,,
823,2026-06-18T03:00:00+00:00,severe_wet_afternoon,228.42,2.14,2.1840,0.00,913.68,913.68,50.78,230.78,0.00,4.00,,
824,2026-06-18T03:30:00+00:00,severe_wet_afternoon,228.42,2.12,2.1724,913.68,913.68,0.00,48.90,228.90,4.00,4.00,,
825,2026-06-18T04:00:00+00:00,severe_wet_afternoon,257.37,2.06,2.0735,0.00,0.00,0.00,50.96,230.96,0.00,0.00,,
826,2026-06-18T04:30:00+00:00,severe_wet_afternoon,257.37,2.14,2.2424,2058.96,0.00,-2058.96,45.10,233.10,8.00,0.00,,
827,2026-06-18T05:00:00+00:00,severe_wet_afternoon,257.37,2.20,2.3791,0.00,1029.48,1029.48,47.30,231.30,0.00,4.00,,
828,2026-06-18T05:30:00+00:00,severe_wet_afternoon,257.37,5.00,5.2567,0.00,1029.48,1029.48,52.30,232.30,0.00,4.00,,
829,2026-06-18T06:00:00+00:00,severe_wet_afternoon,257.37,4.80,5.0444,3088.44,1029.48,-2058.96,45.10,233.10,12.00,4.00,,
830,2026-06-18T06:30:00+00:00,severe_wet_afternoon,257.37,4.65,4.9755,1029.48,2058.96,1029.48,45.75,229.75,4.00,8.00,,
831,2026-06-18T07:00:00+00:00,severe_wet_afternoon,257.37,4.96,4.9917,0.00,1029.48,1029.48,50.71,230.71,0.00,4.00,,
832,2026-06-18T07:30:00+00:00,severe_wet_afternoon,257.37,4.51,4.7824,0.00,1029.48,1029.48,55.22,231.22,0.00,4.00,,
833,2026-06-18T08:00:00+00:00,severe_wet_afternoon,282.66,4.52,4.8908,1130.64,2261.28,1130.64,55.74,227.74,4.00,8.00,,
834,2026-06-18T08:30:00+00:00,severe_wet_afternoon,282.66,5.01,5.0906,3391.92,1130.64,-2261.28,48.75,228.75,12.00,4.00,,
835,2026-06-18T09:00:00+00:00,severe_wet_afternoon,282.66,4.83,5.0103,0.00,1130.64,1130.64,53.58,229.58,0.00,4.00,,
836,2026-06-18T09:30:00+00:00,severe_wet_afternoon,282.66,4.55,4.8573,0.00,1130.64,1130.64,58.13,230.13,0.00,4.00,,
837,2026-06-18T10:00:00+00:00,severe_wet_afternoon,282.66,4.63,4.7305,0.00,1130.64,1130.64,62.76,230.76,0.00,4.00,,
838,2026-06-18T10:30:00+00:00,severe_wet_afternoon,282.66,3.20,3.2336,0.00,1130.64,1130.64,65.96,229.96,0.00,4.00,,
839,2026-06-18T11:00:00+00:00,severe_wet_afternoon,282.66,2.96,3.2400,2261.28,1130.64,-1130.64,60.92,228.92,8.00,4.00,,
840,2026-06-18T11:30:00+00:00,severe_wet_afternoon,282.66,8.88,9.5340,3391.92,3391.92,0.00,57.80,225.80,12.00,12.00,,
841,2026-06-18T12:00:00+00:00,severe_wet_afternoon,283.90,9.35,9.3576,3406.80,1135.60,-2271.20,55.15,231.15,12.00,4.00,,
842,2026-06-18T12:30:00+00:00,severe_wet_afternoon,283.90,8.92,9.6605,3406.80,2271.20,-1135.60,52.07,232.07,12.00,8.00,,
843,2026-06-18T13:00:00+00:00,severe_wet_afternoon,283.90,9.13,9.5573,1135.60,2271.20,1135.60,57.20,233.20,4.00,8.00,,
844,2026-06-18T13:30:00+00:00,severe_wet_afternoon,283.90,8.56,9.0667,2271.20,3406.80,1135.60,57.76,229.76,8.00,12.00,,
845,2026-06-18T14:00:00+00:00,severe_wet_afternoon,283.90,9.23,9.6762,5678.00,3406.80,-2271.20,46.99,226.99,20.00,12.00,,
846,2026-06-18T14:30:00+00:00,severe_wet_afternoon,283.90,8.76,8.7801,2271.20,1135.60,-1135.60,47.75,231.75,8.00,4.00,,
847,2026-06-18T15:00:00+00:00,severe_wet_afternoon,283.90,9.26,9.5085,2271.20,3406.80,1135.60,49.01,229.01,8.00,12.00,,
848,2026-06-18T15:30:00+00:00,severe_wet_afternoon,283.90,9.13,9.5624,2271.20,2271.20,0.00,50.14,230.14,8.00,8.00,,
849,2026-06-18T16:00:00+00:00,severe_wet_afternoon,302.47,12.67,13.1204,3629.64,3629.64,0.00,50.81,230.81,12.00,12.00,,
850,2026-06-18T16:30:00+00:00,severe_wet_afternoon,302.47,12.68,12.7499,2419.76,3629.64,1209.88,55.49,231.49,8.00,12.00,,
851,2026-06-18T17:00:00+00:00,severe_wet_afternoon,302.47,12.49,13.5927,4839.52,4839.52,0.00,51.98,227.98,16.00,16.00,,
852,2026-06-18T17:30:00+00:00,severe_wet_afternoon,302.47,12.19,12.3992,4839.52,3629.64,-1209.88,48.17,228.17,16.00,12.00,,
853,2026-06-18T18:00:00+00:00,severe_wet_afternoon,302.47,12.42,13.6290,1209.88,3629.64,2419.76,56.59,228.59,4.00,12.00,,
854,2026-06-18T18:30:00+00:00,severe_wet_afternoon,302.47,12.20,12.2367,2419.76,3629.64,1209.88,60.79,228.79,8.00,12.00,,
855,2026-06-18T19:00:00+00:00,severe_wet_afternoon,302.47,5.09,5.3852,6049.40,2419.76,-3629.64,45.88,225.88,20.00,8.00,,
856,2026-06-18T19:30:00+00:00,severe_wet_afternoon,302.47,4.87,4.8962,1209.88,1209.88,0.00,46.75,226.75,4.00,4.00,,
857,2026-06-18T20:00:00+00:00,severe_wet_afternoon,277.06,4.90,5.3667,1108.24,1108.24,0.00,47.65,227.65,4.00,4.00,,
858,2026-06-18T20:30:00+00:00,severe_wet_afternoon,277.06,5.05,5.1212,1108.24,2216.48,1108.24,48.70,224.70,4.00,8.00,,
859,2026-06-18T21:00:00+00:00,severe_wet_afternoon,277.06,4.90,5.1039,0.00,1108.24,1108.24,53.60,225.60,0.00,4.00,,
860,2026-06-18T21:30:00+00:00,severe_wet_afternoon,277.06,2.35,2.5078,0.00,1108.24,1108.24,55.95,223.95,0.00,4.00,,
861,2026-06-18T22:00:00+00:00,severe_wet_afternoon,277.06,2.39,2.6240,2216.48,0.00,-2216.48,50.34,226.34,8.00,0.00,,
862,2026-06-18T22:30:00+00:00,severe_wet_afternoon,277.06,2.68,2.8677,2216.48,1108.24,-1108.24,45.02,225.02,8.00,4.00,,
863,2026-06-18T23:00:00+00:00,severe_wet_afternoon,277.06,2.38,2.4570,0.00,1108.24,1108.24,47.40,223.40,0.00,4.00,,
864,2026-06-18T23:30:00+00:00,severe_wet_afternoon,277.06,2.62,2.7916,1108.24,0.00,-1108.24,46.02,226.02,4.00,0.00,,
865,2026-06-19T00:00:00+00:00,wet_multi_day,228.42,3.18,3.4518,913.68,0.00,-913.68,45.20,229.20,4.00,0.00,,
866,2026-06-19T00:30:00+00:00,wet_multi_day,228.42,2.68,2.7594,0.00,0.00,0.00,47.88,231.88,0.00,0.00,,
867,2026-06-19T01:00:00+00:00,wet_multi_day,228.42,2.85,3.0239,0.00,913.68,913.68,50.73,230.73,0.00,4.00,,
868,2026-06-19T01:30:00+00:00,wet_multi_day,228.42,2.79,3.0571,0.00,0.00,0.00,53.52,233.52,0.00,0.00,,
869,2026-06-19T02:00:00+00:00,wet_multi_day,228.42,3.10,3.3877,0.00,913.68,913.68,56.62,232.62,0.00,4.00,,
870,2026-06-19T02:30:00+00:00,wet_multi_day,228.42,3.04,3.2380,0.00,913.68,913.68,59.66,231.66,0.00,4.00,,
871,2026-06-19T03:00:00+00:00,wet_multi_day,228.42,2.93,3.0724,3654.72,913.68,-2741.04,46.59,230.59,16.00,4.00,,
872,2026-06-19T03:30:00+00:00,wet_multi_day,228.42,2.73,2.7717,0.00,913.68,913.68,49.32,229.32,0.00,4.00,,
873,2026-06-19T04:00:00+00:00,wet_multi_day,257.37,2.84,2.8487,1029.48,0.00,-1029.48,48.16,232.16,4.00,0.00,,
874,2026-06-19T04:30:00+00:00,wet_multi_day,257.37,3.08,3.2216,1029.48,1029.48,0.00,47.24,231.24,4.00,4.00,,
875,2026-06-19T05:00:00+00:00,wet_multi_day,257.37,2.87,3.1261,0.00,1029.48,1029.48,50.11,230.11,0.00,4.00,,
876,2026-06-19T05:30:00+00:00,wet_multi_day,257.37,6.09,6.1080,1029.48,1029.48,0.00,52.20,232.20,4.00,4.00,,
877,2026-06-19T06:00:00+00:00,wet_multi_day,257.37,6.68,6.7701,3088.44,2058.96,-1029.48,46.88,230.88,12.00,8.00,,
878,2026-06-19T06:30:00+00:00,wet_multi_day,257.37,6.11,6.2393,1029.48,2058.96,1029.48,48.99,228.99,4.00,8.00,,
879,2026-06-19T07:00:00+00:00,wet_multi_day,257.37,6.32,6.8215,2058.96,1029.48,-1029.48,47.31,231.31,8.00,4.00,,
880,2026-06-19T07:30:00+00:00,wet_multi_day,257.37,6.26,6.4221,2058.96,2058.96,0.00,45.57,229.57,8.00,8.00,,
881,2026-06-19T08:00:00+00:00,wet_multi_day,282.66,6.26,6.7098,1130.64,2261.28,1130.64,47.83,227.83,4.00,8.00,,
882,2026-06-19T08:30:00+00:00,wet_multi_day,282.66,6.20,6.7726,2261.28,1130.64,-1130.64,46.03,230.03,8.00,4.00,,
883,2026-06-19T09:00:00+00:00,wet_multi_day,282.66,6.11,6.5964,1130.64,2261.28,1130.64,48.14,228.14,4.00,8.00,,
884,2026-06-19T09:30:00+00:00,wet_multi_day,282.66,6.58,6.7136,1130.64,2261.28,1130.64,50.72,226.72,4.00,8.00,,
885,2026-06-19T10:00:00+00:00,wet_multi_day,282.66,6.31,6.7420,3391.92,1130.64,-2261.28,45.03,229.03,12.00,4.00,,
886,2026-06-19T10:30:00+00:00,wet_multi_day,282.66,3.89,3.9748,0.00,1130.64,1130.64,48.92,228.92,0.00,4.00,,
887,2026-06-19T11:00:00+00:00,wet_multi_day,282.66,3.81,3.9536,1130.64,1130.64,0.00,48.73,228.73,4.00,4.00,,
888,2026-06-19T11:30:00+00:00,wet_multi_day,282.66,4.03,4.0586,0.00,1130.64,1130.64,52.76,228.76,0.00,4.00,,
889,2026-06-19T12:00:00+00:00,wet_multi_day,283.90,4.07,4.3567,1135.60,0.00,-1135.60,52.83,232.83,4.00,0.00,,
890,2026-06-19T12:30:00+00:00,wet_multi_day,283.90,3.94,4.0270,0.00,1135.60,1135.60,56.77,232.77,0.00,4.00,,
891,2026-06-19T13:00:00+00:00,wet_multi_day,283.90,3.95,4.2135,3406.80,1135.60,-2271.20,48.72,232.72,12.00,4.00,,
892,2026-06-19T13:30:00+00:00,wet_multi_day,283.90,3.93,4.2260,0.00,1135.60,1135.60,52.65,232.65,0.00,4.00,,
893,2026-06-19T14:00:00+00:00,wet_multi_day,283.90,4.17,4.2379,1135.60,2271.20,1135.60,52.82,228.82,4.00,8.00,,
894,2026-06-19T14:30:00+00:00,wet_multi_day,283.90,3.86,4.0071,0.00,0.00,0.00,56.68,232.68,0.00,0.00,,
895,2026-06-19T15:00:00+00:00,wet_multi_day,283.90,4.15,4.3625,1135.60,1135.60,0.00,56.83,232.83,4.00,4.00,,
896,2026-06-19T15:30:00+00:00,wet_multi_day,283.90,4.02,4.3528,3406.80,1135.60,-2271.20,48.85,232.85,12.00,4.00,,
897,2026-06-19T16:00:00+00:00,wet_multi_day,302.47,6.90,7.1627,1209.88,2419.76,1209.88,51.75,231.75,4.00,8.00,,
898,2026-06-19T16:30:00+00:00,wet_multi_day,302.47,6.95,7.5982,2419.76,2419.76,0.00,50.70,230.70,8.00,8.00,,
899,2026-06-19T17:00:00+00:00,wet_multi_day,302.47,7.04,7.3113,3629.64,2419.76,-1209.88,45.74,229.74,12.00,8.00,,
900,2026-06-19T17:30:00+00:00,wet_multi_day,302.47,6.70,7.2676,1209.88,2419.76,1209.88,48.44,228.44,4.00,8.00,,
901,2026-06-19T18:00:00+00:00,wet_multi_day,302.47,7.02,7.3763,0.00,2419.76,2419.76,55.46,227.46,0.00,8.00,,
902,2026-06-19T18:30:00+00:00,wet_multi_day,302.47,6.60,6.7659,4839.52,1209.88,-3629.64,46.06,230.06,16.00,4.00,,
903,2026-06-19T19:00:00+00:00,wet_multi_day,302.47,7.10,7.7155,2419.76,2419.76,0.00,45.16,229.16,8.00,8.00,,
904,2026-06-19T19:30:00+00:00,wet_multi_day,302.47,6.62,7.0083,0.00,2419.76,2419.76,51.78,227.78,0.00,8.00,,
905,2026-06-19T20:00:00+00:00,wet_multi_day,277.06,6.87,7.1086,0.00,2216.48,2216.48,58.65,226.65,0.00,8.00,,
906,2026-06-19T20:30:00+00:00,wet_multi_day,277.06,6.56,7.0523,0.00,1108.24,1108.24,65.21,229.21,0.00,4.00,,
907,2026-06-19T21:00:00+00:00,wet_multi_day,277.06,6.55,6.6780,3324.72,2216.48,-1108.24,59.76,227.76,12.00,8.00,,
908,2026-06-19T21:30:00+00:00,wet_multi_day,277.06,3.37,3.6277,1108.24,1108.24,0.00,59.13,227.13,4.00,4.00,,
909,2026-06-19T22:00:00+00:00,wet_multi_day,277.06,3.31,3.5236,4432.96,1108.24,-3324.72,46.44,226.44,16.00,4.00,,
910,2026-06-19T22:30:00+00:00,wet_multi_day,277.06,3.36,3.5676,0.00,1108.24,1108.24,49.80,225.80,0.00,4.00,,
911,2026-06-19T23:00:00+00:00,wet_multi_day,277.06,3.43,3.6238,1108.24,1108.24,0.00,49.23,225.23,4.00,4.00,,
912,2026-06-19T23:30:00+00:00,wet_multi_day,277.06,3.29,3.4056,1108.24,1108.24,0.00,48.52,224.52,4.00,4.00,,
913,2026-06-20T00:00:00+00:00,wet_multi_day,228.42,3.10,3.3252,0.00,0.00,0.00,51.62,227.62,0.00,0.00,,
914,2026-06-20T00:30:00+00:00,wet_multi_day,228.42,3.15,3.4380,1827.36,0.00,-1827.36,46.77,230.77,8.00,0.00,,
915,2026-06-20T01:00:00+00:00,wet_multi_day,228.42,3.10,3.2214,913.68,0.00,-913.68,45.87,233.87,4.00,0.00,,
916,2026-06-20T01:30:00+00:00,wet_multi_day,228.42,3.12,3.4178,0.00,913.68,913.68,48.99,232.99,0.00,4.00,,
917,2026-06-20T02:00:00+00:00,wet_multi_day,228.42,3.09,3.1013,913.68,913.68,0.00,48.08,232.08,4.00,4.00,,
918,2026-06-20T02:30:00+00:00,wet_multi_day,228.42,2.88,3.0920,913.68,913.68,0.00,46.96,230.96,4.00,4.00,,
919,2026-06-20T03:00:00+00:00,wet_multi_day,228.42,2.76,2.9218,913.68,913.68,0.00,45.72,229.72,4.00,4.00,,
920,2026-06-20T03:30:00+00:00,wet_multi_day,228.42,2.58,2.7580,0.00,913.68,913.68,48.30,228.30,0.00,4.00,,
921,2026-06-20T04:00:00+00:00,wet_multi_day,257.37,2.64,2.7157,1029.48,0.00,-1029.48,46.94,230.94,4.00,0.00,,
922,2026-06-20T04:30:00+00:00,wet_multi_day,257.37,2.73,2.8283,1029.48,1029.48,0.00,45.67,229.67,4.00,4.00,,
923,2026-06-20T05:00:00+00:00,wet_multi_day,257.37,3.15,3.3705,0.00,1029.48,1029.48,48.82,228.82,0.00,4.00,,
924,2026-06-20T05:30:00+00:00,wet_multi_day,257.37,6.48,6.4842,1029.48,1029.48,0.00,51.30,231.30,4.00,4.00,,
925,2026-06-20T06:00:00+00:00,wet_multi_day,257.37,6.42,6.6739,2058.96,2058.96,0.00,49.72,229.72,8.00,8.00,,
926,2026-06-20T06:30:00+00:00,wet_multi_day,257.37,6.11,6.6592,1029.48,2058.96,1029.48,51.83,227.83,4.00,8.00,,
927,2026-06-20T07:00:00+00:00,wet_multi_day,257.37,6.31,6.4384,3088.44,2058.96,-1029.48,46.14,226.14,12.00,8.00,,
928,2026-06-20T07:30:00+00:00,wet_multi_day,257.37,6.34,6.5702,1029.48,2058.96,1029.48,48.48,224.48,4.00,8.00,,
929,2026-06-20T08:00:00+00:00,wet_multi_day,282.66,6.54,7.0197,1130.64,0.00,-1130.64,51.02,231.02,4.00,0.00,,
930,2026-06-20T08:30:00+00:00,wet_multi_day,282.66,6.43,6.9437,2261.28,2261.28,0.00,49.45,229.45,8.00,8.00,,
931,2026-06-20T09:00:00+00:00,wet_multi_day,282.66,6.13,6.4179,1130.64,2261.28,1130.64,51.58,227.58,4.00,8.00,,
932,2026-06-20T09:30:00+00:00,wet_multi_day,282.66,6.37,6.7247,0.00,1130.64,1130.64,57.95,229.95,0.00,4.00,,
933,2026-06-20T10:00:00+00:00,wet_multi_day,282.66,6.32,6.6592,1130.64,2261.28,1130.64,60.27,228.27,4.00,8.00,,
934,2026-06-20T10:30:00+00:00,wet_multi_day,282.66,4.41,4.4630,4522.56,2261.28,-2261.28,48.68,224.68,16.00,8.00,,
935,2026-06-20T11:00:00+00:00,wet_multi_day,282.66,4.11,4.3946,0.00,0.00,0.00,52.79,228.79,0.00,0.00,,
936,2026-06-20T11:30:00+00:00,wet_multi_day,282.66,3.89,4.1541,0.00,2261.28,2261.28,56.68,224.68,0.00,8.00,,
937,2026-06-20T12:00:00+00:00,wet_multi_day,283.90,4.30,4.4496,1135.60,0.00,-1135.60,56.98,228.98,4.00,0.00,,
938,2026-06-20T12:30:00+00:00,wet_multi_day,283.90,4.38,4.7775,2271.20,0.00,-2271.20,53.36,233.36,8.00,0.00,,
939,2026-06-20T13:00:00+00:00,wet_multi_day,283.90,4.23,4.3382,1135.60,1135.60,0.00,53.59,233.59,4.00,4.00,,
940,2026-06-20T13:30:00+00:00,wet_multi_day,283.90,3.94,4.2678,1135.60,1135.60,0.00,53.53,233.53,4.00,4.00,,
941,2026-06-20T14:00:00+00:00,wet_multi_day,283.90,4.10,4.1748,0.00,1135.60,1135.60,57.63,233.63,0.00,4.00,,
942,2026-06-20T14:30:00+00:00,wet_multi_day,283.90,4.23,4.2489,3406.80,1135.60,-2271.20,49.86,233.86,12.00,4.00,,
943,2026-06-20T15:00:00+00:00,wet_multi_day,283.90,4.18,4.3129,1135.60,2271.20,1135.60,50.04,230.04,4.00,8.00,,
944,2026-06-20T15:30:00+00:00,wet_multi_day,283.90,4.35,4.5449,2271.20,2271.20,0.00,46.39,226.39,8.00,8.00,,
945,2026-06-20T16:00:00+00:00,wet_multi_day,302.47,7.04,7.1281,2419.76,0.00,-2419.76,45.43,233.43,8.00,0.00,,
946,2026-06-20T16:30:00+00:00,wet_multi_day,302.47,7.00,7.1635,1209.88,2419.76,1209.88,48.43,232.43,4.00,8.00,,
947,2026-06-20T17:00:00+00:00,wet_multi_day,302.47,6.83,7.1038,2419.76,2419.76,0.00,47.26,231.26,8.00,8.00,,
948,2026-06-20T17:30:00+00:00,wet_multi_day,302.47,7.11,7.4422,2419.76,2419.76,0.00,46.37,230.37,8.00,8.00,,
949,2026-06-20T18:00:00+00:00,wet_multi_day,302.47,6.55,7.1827,0.00,2419.76,2419.76,52.92,228.92,0.00,8.00,,
950,2026-06-20T18:30:00+00:00,wet_multi_day,302.47,6.84,7.0439,0.00,2419.76,2419.76,59.76,227.76,0.00,8.00,,
951,2026-06-20T19:00:00+00:00,wet_multi_day,302.47,6.88,6.9225,0.00,1209.88,1209.88,66.64,230.64,0.00,4.00,,
952,2026-06-20T19:30:00+00:00,wet_multi_day,302.47,7.02,7.1546,2419.76,2419.76,0.00,65.66,229.66,8.00,8.00,,
953,2026-06-20T20:00:00+00:00,wet_multi_day,277.06,6.61,6.7712,2216.48,2216.48,0.00,64.27,228.27,8.00,8.00,,
954,2026-06-20T20:30:00+00:00,wet_multi_day,277.06,6.93,6.9570,0.00,2216.48,2216.48,71.20,227.20,0.00,8.00,,
955,2026-06-20T21:00:00+00:00,wet_multi_day,277.06,6.56,6.7782,1108.24,2216.48,1108.24,73.76,225.76,4.00,8.00,,
956,2026-06-20T21:30:00+00:00,wet_multi_day,277.06,2.89,2.9829,0.00,0.00,0.00,76.65,228.65,0.00,0.00,,
957,2026-06-20T22:00:00+00:00,wet_multi_day,277.06,2.96,3.1389,1108.24,1108.24,0.00,75.61,227.61,4.00,4.00,,
958,2026-06-20T22:30:00+00:00,wet_multi_day,277.06,2.99,2.9971,5541.20,0.00,-5541.20,58.60,230.60,20.00,0.00,,
959,2026-06-20T23:00:00+00:00,wet_multi_day,277.06,2.96,3.0365,1108.24,1108.24,0.00,57.56,229.56,4.00,4.00,,
960,2026-06-20T23:30:00+00:00,wet_multi_day,277.06,3.01,3.0173,1108.24,1108.24,0.00,56.57,228.57,4.00,4.00,,
961,2026-06-21T00:00:00+00:00,wet_multi_day,228.42,2.94,3.2092,0.00,0.00,0.00,59.51,231.51,0.00,0.00,,
962,2026-06-21T00:30:00+00:00,wet_multi_day,228.42,2.56,2.8037,3654.72,0.00,-3654.72,46.07,234.07,16.00,0.00,,
963,2026-06-21T01:00:00+00:00,wet_multi_day,228.42,2.56,2.8123,0.00,913.68,913.68,48.63,232.63,0.00,4.00,,
964,2026-06-21T01:30:00+00:00,wet_multi_day,228.42,2.82,2.9296,0.00,913.68,913.68,51.45,231.45,0.00,4.00,,
965,2026-06-21T02:00:00+00:00,wet_multi_day,228.42,3.11,3.3820,1827.36,913.68,-913.68,46.56,230.56,8.00,4.00,,
966,2026-06-21T02:30:00+00:00,wet_multi_day,228.42,2.59,2.8223,913.68,0.00,-913.68,45.15,233.15,4.00,0.00,,
967,2026-06-21T03:00:00+00:00,wet_multi_day,228.42,2.93,3.0781,0.00,913.68,913.68,48.08,232.08,0.00,4.00,,
968,2026-06-21T03:30:00+00:00,wet_multi_day,228.42,2.69,2.7095,0.00,1827.36,1827.36,50.77,226.77,0.00,8.00,,
969,2026-06-21T04:00:00+00:00,wet_multi_day,257.37,3.20,3.4318,1029.48,1029.48,0.00,49.97,225.97,4.00,4.00,,
970,2026-06-21T04:30:00+00:00,wet_multi_day,257.37,3.11,3.2827,2058.96,1029.48,-1029.48,45.08,225.08,8.00,4.00,,
971,2026-06-21T05:00:00+00:00,wet_multi_day,257.37,2.86,3.0090,0.00,1029.48,1029.48,47.94,223.94,0.00,4.00,,
972,2026-06-21T05:30:00+00:00,wet_multi_day,257.37,6.50,6.6636,1029.48,1029.48,0.00,50.44,226.44,4.00,4.00,,
973,2026-06-21T06:00:00+00:00,wet_multi_day,257.37,6.60,6.8652,2058.96,1029.48,-1029.48,49.04,229.04,8.00,4.00,,
974,2026-06-21T06:30:00+00:00,wet_multi_day,257.37,6.45,6.6751,1029.48,1029.48,0.00,51.49,231.49,4.00,4.00,,
975,2026-06-21T07:00:00+00:00,wet_multi_day,257.37,6.50,6.5137,2058.96,2058.96,0.00,49.99,229.99,8.00,8.00,,
976,2026-06-21T07:30:00+00:00,wet_multi_day,257.37,6.64,6.9625,2058.96,3088.44,1029.48,48.63,224.63,8.00,12.00,,
977,2026-06-21T08:00:00+00:00,wet_multi_day,282.66,6.33,6.4053,2261.28,0.00,-2261.28,46.96,230.96,8.00,0.00,,
978,2026-06-21T08:30:00+00:00,wet_multi_day,282.66,6.61,6.6192,1130.64,2261.28,1130.64,49.57,229.57,4.00,8.00,,
979,2026-06-21T09:00:00+00:00,wet_multi_day,282.66,6.43,6.4718,2261.28,2261.28,0.00,48.00,228.00,8.00,8.00,,
980,2026-06-21T09:30:00+00:00,wet_multi_day,282.66,6.06,6.3494,2261.28,1130.64,-1130.64,46.06,230.06,8.00,4.00,,
981,2026-06-21T10:00:00+00:00,wet_multi_day,282.66,6.60,7.0240,0.00,2261.28,2261.28,52.66,228.66,0.00,8.00,,
982,2026-06-21T10:30:00+00:00,wet_multi_day,282.66,4.07,4.1666,2261.28,1130.64,-1130.64,48.73,228.73,8.00,4.00,,
983,2026-06-21T11:00:00+00:00,wet_multi_day,282.66,4.00,4.0428,1130.64,1130.64,0.00,48.73,228.73,4.00,4.00,,
984,2026-06-21T11:30:00+00:00,wet_multi_day,282.66,4.40,4.7753,1130.64,1130.64,0.00,49.13,229.13,4.00,4.00,,
985,2026-06-21T12:00:00+00:00,wet_multi_day,283.90,3.91,4.2046,2271.20,0.00,-2271.20,45.04,233.04,8.00,0.00,,
986,2026-06-21T12:30:00+00:00,wet_multi_day,283.90,4.18,4.4114,1135.60,1135.60,0.00,45.22,233.22,4.00,4.00,,
987,2026-06-21T13:00:00+00:00,wet_multi_day,283.90,3.96,4.2481,1135.60,1135.60,0.00,45.18,233.18,4.00,4.00,,
