tick,timestamp,interval_end,day,time_period,tariff_band,tariff,weather_pattern,inflow,p1_out_of_action,p2_out_of_action
856,2026-06-18T19:30:00+00:00,2026-06-18T20:00:00+00:00,18,T40,T33-T40,302.47,severe_wet_afternoon,4.87,false,false
857,2026-06-18T20:00:00+00:00,2026-06-18T20:30:00+00:00,18,T41,T41-T48,277.06,severe_wet_afternoon,4.90,false,false
858,2026-06-18T20:30:00+00:00,2026-06-18T21:00:00+00:00,18,T42,T41-T48,277.06,severe_wet_afternoon,5.05,false,false
859,2026-06-18T21:00:00+00:00,2026-06-18T21:30:00+00:00,18,T43,T41-T48,277.06,severe_wet_afternoon,4.90,false,false
860,2026-06-18T21:30:00+00:00,2026-06-18T22:00:00+00:00,18,T44,T41-T48,277.06,severe_wet_afternoon,2.35,false,false
861,2026-06-18T22:00:00+00:00,2026-06-18T22:30:00+00:00,18,T45,T41-T48,277.06,severe_wet_afternoon,2.39,false,false
862,2026-06-18T22:30:00+00:00,2026-06-18T23:00:00+00:00,18,T46,T41-T48,277.06,severe_wet_afternoon,2.68,false,false
863,2026-06-18T23:00:00+00:00,2026-06-18T23:30:00+00:00,18,T47,T41-T48,277.06,severe_wet_afternoon,2.38,false,false
864,2026-06-18T23:30:00+00:00,2026-06-19T00:00:00+00:00,18,T48,T41-T48,277.06,severe_wet_afternoon,2.62,false,false
865,2026-06-19T00:00:00+00:00,2026-06-19T00:30:00+00:00,19,T1,T1-T8,228.42,wet_multi_day,3.18,false,false
866,2026-06-19T00:30:00+00:00,2026-06-19T01:00:00+00:00,19,T2,T1-T8,228.42,wet_multi_day,2.68,false,false
867,2026-06-19T01:00:00+00:00,2026-06-19T01:30:00+00:00,19,T3,T1-T8,228.42,wet_multi_day,2.85,false,false
868,2026-06-19T01:30:00+00:00,2026-06-19T02:00:00+00:00,19,T4,T1-T8,228.42,wet_multi_day,2.79,false,false
869,2026-06-19T02:00:00+00:00,2026-06-19T02:30:00+00:00,19,T5,T1-T8,228.42,wet_multi_day,3.10,false,false
870,2026-06-19T02:30:00+00:00,2026-06-19T03:00:00+00:00,19,T6,T1-T8,228.42,wet_multi_day,3.04,false,false
871,2026-06-19T03:00:00+00:00,2026-06-19T03:30:00+00:00,19,T7,T1-T8,228.42,wet_multi_day,2.93,false,false
872,2026-06-19T03:30:00+00:00,2026-06-19T04:00:00+00:00,19,T8,T1-T8,228.42,wet_multi_day,2.73,false,false
873,2026-06-19T04:00:00+00:00,2026-06-19T04:30:00+00:00,19,T9,T9-T16,257.37,wet_multi_day,2.84,false,false
874,2026-06-19T04:30:00+00:00,2026-06-19T05:00:00+00:00,19,T10,T9-T16,257.37,wet_multi_day,3.08,false,false
875,2026-06-19T05:00:00+00:00,2026-06-19T05:30:00+00:00,19,T11,T9-T16,257.37,wet_multi_day,2.87,false,false
876,2026-06-19T05:30:00+00:00,2026-06-19T06:00:00+00:00,19,T12,T9-T16,257.37,wet_multi_day,6.09,false,false
877,2026-06-19T06:00:00+00:00,2026-06-19T06:30:00+00:00,19,T13,T9-T16,257.37,wet_multi_day,6.68,false,false
878,2026-06-19T06:30:00+00:00,2026-06-19T07:00:00+00:00,19,T14,T9-T16,257.37,wet_multi_day,6.11,false,false
879,2026-06-19T07:00:00+00:00,2026-06-19T07:30:00+00:00,19,T15,T9-T16,257.37,wet_multi_day,6.32,false,false
880,2026-06-19T07:30:00+00:00,2026-06-19T08:00:00+00:00,19,T16,T9-T16,257.37,wet_multi_day,6.26,false,false
881,2026-06-19T08:00:00+00:00,2026-06-19T08:30:00+00:00,19,T17,T17-T24,282.66,wet_multi_day,6.26,false,false
882,2026-06-19T08:30:00+00:00,2026-06-19T09:00:00+00:00,19,T18,T17-T24,282.66,wet_multi_day,6.20,false,false
883,2026-06-19T09:00:00+00:00,2026-06-19T09:30:00+00:00,19,T19,T17-T24,282.66,wet_multi_day,6.11,false,false
884,2026-06-19T09:30:00+00:00,2026-06-19T10:00:00+00:00,19,T20,T17-T24,282.66,wet_multi_day,6.58,false,false
885,2026-06-19T10:00:00+00:00,2026-06-19T10:30:00+00:00,19,T21,T17-T24,282.66,wet_multi_day,6.31,false,false
886,2026-06-19T10:30:00+00:00,2026-06-19T11:00:00+00:00,19,T22,T17-T24,282.66,wet_multi_day,3.89,false,false
887,2026-06-19T11:00:00+00:00,2026-06-19T11:30:00+00:00,19,T23,T17-T24,282.66,wet_multi_day,3.81,false,false
888,2026-06-19T11:30:00+00:00,2026-06-19T12:00:00+00:00,19,T24,T17-T24,282.66,wet_multi_day,4.03,false,false
889,2026-06-19T12:00:00+00:00,2026-06-19T12:30:00+00:00,19,T25,T25-T32,283.90,wet_multi_day,4.07,false,false
890,2026-06-19T12:30:00+00:00,2026-06-19T13:00:00+00:00,19,T26,T25-T32,283.90,wet_multi_day,3.94,false,true
891,2026-06-19T13:00:00+00:00,2026-06-19T13:30:00+00:00,19,T27,T25-T32,283.90,wet_multi_day,3.95,false,true
892,2026-06-19T13:30:00+00:00,2026-06-19T14:00:00+00:00,19,T28,T25-T32,283.90,wet_multi_day,3.93,false,true
893,2026-06-19T14:00:00+00:00,2026-06-19T14:30:00+00:00,19,T29,T25-T32,283.90,wet_multi_day,4.17,false,true
894,2026-06-19T14:30:00+00:00,2026-06-19T15:00:00+00:00,19,T30,T25-T32,283.90,wet_multi_day,3.86,false,false
895,2026-06-19T15:00:00+00:00,2026-06-19T15:30:00+00:00,19,T31,T25-T32,283.90,wet_multi_day,4.15,false,false
896,2026-06-19T15:30:00+00:00,2026-06-19T16:00:00+00:00,19,T32,T25-T32,283.90,wet_multi_day,4.02,false,false
897,2026-06-19T16:00:00+00:00,2026-06-19T16:30:00+00:00,19,T33,T33-T40,302.47,wet_multi_day,6.90,false,false
898,2026-06-19T16:30:00+00:00,2026-06-19T17:00:00+00:00,19,T34,T33-T40,302.47,wet_multi_day,6.95,true,false
899,2026-06-19T17:00:00+00:00,2026-06-19T17:30:00+00:00,19,T35,T33-T40,302.47,wet_multi_day,7.04,true,false
900,2026-06-19T17:30:00+00:00,2026-06-19T18:00:00+00:00,19,T36,T33-T40,302.47,wet_multi_day,6.70,true,false
901,2026-06-19T18:00:00+00:00,2026-06-19T18:30:00+00:00,19,T37,T33-T40,302.47,wet_multi_day,7.02,true,false
902,2026-06-19T18:30:00+00:00,2026-06-19T19:00:00+00:00,19,T38,T33-T40,302.47,wet_multi_day,6.60,true,false
903,2026-06-19T19:00:00+00:00,2026-06-19T19:30:00+00:00,19,T39,T33-T40,302.47,wet_multi_day,7.10,true,false
904,2026-06-19T19:30:00+00:00,2026-06-19T20:00:00+00:00,19,T40,T33-T40,302.47,wet_multi_day,6.62,false,false
905,2026-06-19T20:00:00+00:00,2026-06-19T20:30:00+00:00,19,T41,T41-T48,277.06,wet_multi_day,6.87,false,false
906,2026-06-19T20:30:00+00:00,2026-06-19T21:00:00+00:00,19,T42,T41-T48,277.06,wet_multi_day,6.56,false,false
907,2026-06-19T21:00:00+00:00,2026-06-19T21:30:00+00:00,19,T43,T41-T48,277.06,wet_multi_day,6.55,false,false
908,2026-06-19T21:30:00+00:00,2026-06-19T22:00:00+00:00,19,T44,T41-T48,277.06,wet_multi_day,3.37,false,false
909,2026-06-19T22:00:00+00:00,2026-06-19T22:30:00+00:00,19,T45,T41-T48,277.06,wet_multi_day,3.31,false,false
910,2026-06-19T22:30:00+00:00,2026-06-19T23:00:00+00:00,19,T46,T41-T48,277.06,wet_multi_day,3.36,false,false
911,2026-06-19T23:00:00+00:00,2026-06-19T23:30:00+00:00,19,T47,T41-T48,277.06,wet_multi_day,3.43,false,false
912,2026-06-19T23:30:00+00:00,2026-06-20T00:00:00+00:00,19,T48,T41-T48,277.06,wet_multi_day,3.29,false,false
913,2026-06-20T00:00:00+00:00,2026-06-20T00:30:00+00:00,20,T1,T1-T8,228.42,wet_multi_day,3.10,false,false
914,2026-06-20T00:30:00+00:00,2026-06-20T01:00:00+00:00,20,T2,T1-T8,228.42,wet_multi_day,3.15,false,false
915,2026-06-20T01:00:00+00:00,2026-06-20T01:30:00+00:00,20,T3,T1-T8,228.42,wet_multi_day,3.10,false,false
916,2026-06-20T01:30:00+00:00,2026-06-20T02:00:00+00:00,20,T4,T1-T8,228.42,wet_multi_day,3.12,false,false
917,2026-06-20T02:00:00+00:00,2026-06-20T02:30:00+00:00,20,T5,T1-T8,228.42,wet_multi_day,3.09,false,false
918,2026-06-20T02:30:00+00:00,2026-06-20T03:00:00+00:00,20,T6,T1-T8,228.42,wet_multi_day,2.88,false,false
919,2026-06-20T03:00:00+00:00,2026-06-20T03:30:00+00:00,20,T7,T1-T8,228.42,wet_multi_day,2.76,false,false
920,2026-06-20T03:30:00+00:00,2026-06-20T04:00:00+00:00,20,T8,T1-T8,228.42,wet_multi_day,2.58,false,false
921,2026-06-20T04:00:00+00:00,2026-06-20T04:30:00+00:00,20,T9,T9-T16,257.37,wet_multi_day,2.64,false,false
922,2026-06-20T04:30:00+00:00,2026-06-20T05:00:00+00:00,20,T10,T9-T16,257.37,wet_multi_day,2.73,false,false
923,2026-06-20T05:00:00+00:00,2026-06-20T05:30:00+00:00,20,T11,T9-T16,257.37,wet_multi_day,3.15,false,false
924,2026-06-20T05:30:00+00:00,2026-06-20T06:00:00+00:00,20,T12,T9-T16,257.37,wet_multi_day,6.48,false,false
925,2026-06-20T06:00:00+00:00,2026-06-20T06:30:00+00:00,20,T13,T9-T16,257.37,wet_multi_day,6.42,false,true
926,2026-06-20T06:30:00+00:00,2026-06-20T07:00:00+00:00,20,T14,T9-T16,257.37,wet_multi_day,6.11,false,true
927,2026-06-20T07:00:00+00:00,2026-06-20T07:30:00+00:00,20,T15,T9-T16,257.37,wet_multi_day,6.31,false,true
928,2026-06-20T07:30:00+00:00,2026-06-20T08:00:00+00:00,20,T16,T9-T16,257.37,wet_multi_day,6.34,false,true
929,2026-06-20T08:00:00+00:00,2026-06-20T08:30:00+00:00,20,T17,T17-T24,282.66,wet_multi_day,6.54,false,true
930,2026-06-20T08:30:00+00:00,2026-06-20T09:00:00+00:00,20,T18,T17-T24,282.66,wet_multi_day,6.43,false,true
931,2026-06-20T09:00:00+00:00,2026-06-20T09:30:00+00:00,20,T19,T17-T24,282.66,wet_multi_day,6.13,false,true
932,2026-06-20T09:30:00+00:00,2026-06-20T10:00:00+00:00,20,T20,T17-T24,282.66,wet_multi_day,6.37,false,true
933,2026-06-20T10:00:00+00:00,2026-06-20T10:30:00+00:00,20,T21,T17-T24,282.66,wet_multi_day,6.32,false,true
934,2026-06-20T10:30:00+00:00,2026-06-20T11:00:00+00:00,20,T22,T17-T24,282.66,wet_multi_day,4.41,false,true
935,2026-06-20T11:00:00+00:00,2026-06-20T11:30:00+00:00,20,T23,T17-T24,282.66,wet_multi_day,4.11,true,false
936,2026-06-20T11:30:00+00:00,2026-06-20T12:00:00+00:00,20,T24,T17-T24,282.66,wet_multi_day,3.89,true,false
937,2026-06-20T12:00:00+00:00,2026-06-20T12:30:00+00:00,20,T25,T25-T32,283.90,wet_multi_day,4.30,true,false
938,2026-06-20T12:30:00+00:00,2026-06-20T13:00:00+00:00,20,T26,T25-T32,283.90,wet_multi_day,4.38,true,false
939,2026-06-20T13:00:00+00:00,2026-06-20T13:30:00+00:00,20,T27,T25-T32,283.90,wet_multi_day,4.23,true,false
940,2026-06-20T13:30:00+00:00,2026-06-20T14:00:00+00:00,20,T28,T25-T32,283.90,wet_multi_day,3.94,true,false
941,2026-06-20T14:00:00+00:00,2026-06-20T14:30:00+00:00,20,T29,T25-T32,283.90,wet_multi_day,4.10,true,false
942,2026-06-20T14:30:00+00:00,2026-06-20T15:00:00+00:00,20,T30,T25-T32,283.90,wet_multi_day,4.23,false,false
943,2026-06-20T15:00:00+00:00,2026-06-20T15:30:00+00:00,20,T31,T25-T32,283.90,wet_multi_day,4.18,false,false
944,2026-06-20T15:30:00+00:00,2026-06-20T16:00:00+00:00,20,T32,T25-T32,283.90,wet_multi_day,4.35,false,false
945,2026-06-20T16:00:00+00:00,2026-06-20T16:30:00+00:00,20,T33,T33-T40,302.47,wet_multi_day,7.04,false,false
946,2026-06-20T16:30:00+00:00,2026-06-20T17:00:00+00:00,20,T34,T33-T40,302.47,wet_multi_day,7.00,false,false
947,2026-06-20T17:00:00+00:00,2026-06-20T17:30:00+00:00,20,T35,T33-T40,302.47,wet_multi_day,6.83,false,false
948,2026-06-20T17:30:00+00:00,2026-06-20T18:00:00+00:00,20,T36,T33-T40,302.47,wet_multi_day,7.11,false,false
949,2026-06-20T18:00:00+00:00,2026-06-20T18:30:00+00:00,20,T37,T33-T40,302.47,wet_multi_day,6.55,false,true
950,2026-06-20T18:30:00+00:00,2026-06-20T19:00:00+00:00,20,T38,T33-T40,302.47,wet_multi_day,6.84,false,true
951,2026-06-20T19:00:00+00:00,2026-06-20T19:30:00+00:00,20,T39,T33-T40,302.47,wet_multi_day,6.88,false,true
952,2026-06-20T19:30:00+00:00,2026-06-20T20:00:00+00:00,20,T40,T33-T40,302.47,wet_multi_day,7.02,false,true
953,2026-06-20T20:00:00+00:00,2026-06-20T20:30:00+00:00,20,T41,T41-T48,277.06,wet_multi_day,6.61,false,true
954,2026-06-20T20:30:00+00:00,2026-06-20T21:00:00+00:00,20,T42,T41-T48,277.06,wet_multi_day,6.93,false,true
955,2026-06-20T21:00:00+00:00,2026-06-20T21:30:00+00:00,20,T43,T41-T48,277.06,wet_multi_day,6.56,false,true
956,2026-06-20T21:30:00+00:00,2026-06-20T22:00:00+00:00,20,T44,T41-T48,277.06,wet_multi_day,2.89,false,true
957,2026-06-20T22:00:00+00:00,2026-06-20T22:30:00+00:00,20,T45,T41-T48,277.06,wet_multi_day,2.96,false,true
958,2026-06-20T22:30:00+00:00,2026-06-20T23:00:00+00:00,20,T46,T41-T48,277.06,wet_multi_day,2.99,false,false
959,2026-06-20T23:00:00+00:00,2026-06-20T23:30:00+00:00,20,T47,T41-T48,277.06,wet_multi_day,2.96,false,false
960,2026-06-20T23:30:00+00:00,2026-06-21T00:00:00+00:00,20,T48,T41-T48,277.06,wet_multi_day,3.01,false,false
961,2026-06-21T00:00:00+00:00,2026-06-21T00:30:00+00:00,21,T1,T1-T8,228.42,wet_multi_day,2.94,false,false
962,2026-06-21T00:30:00+00:00,2026-06-21T01:00:00+00:00,21,T2,T1-T8,228.42,wet_multi_day,2.56,false,false
963,2026-06-21T01:00:00+00:00,2026-06-21T01:30:00+00:00,21,T3,T1-T8,228.42,wet_multi_day,2.56,false,false
964,2026-06-21T01:30:00+00:00,2026-06-21T02:00:00+00:00,21,T4,T1-T8,228.42,wet_multi_day,2.82,false,false
965,2026-06-21T02:00:00+00:00,2026-06-21T02:30:00+00:00,21,T5,T1-T8,228.42,wet_multi_day,3.11,false,true
966,2026-06-21T02:30:00+00:00,2026-06-21T03:00:00+00:00,21,T6,T1-T8,228.42,wet_multi_day,2.59,false,true
967,2026-06-21T03:00:00+00:00,2026-06-21T03:30:00+00:00,21,T7,T1-T8,228.42,wet_multi_day,2.93,false,true
968,2026-06-21T03:30:00+00:00,2026-06-21T04:00:00+00:00,21,T8,T1-T8,228.42,wet_multi_day,2.69,false,true
969,2026-06-21T04:00:00+00:00,2026-06-21T04:30:00+00:00,21,T9,T9-T16,257.37,wet_multi_day,3.20,false,true
970,2026-06-21T04:30:00+00:00,2026-06-21T05:00:00+00:00,21,T10,T9-T16,257.37,wet_multi_day,3.11,false,true
971,2026-06-21T05:00:00+00:00,2026-06-21T05:30:00+00:00,21,T11,T9-T16,257.37,wet_multi_day,2.86,false,true
972,2026-06-21T05:30:00+00:00,2026-06-21T06:00:00+00:00,21,T12,T9-T16,257.37,wet_multi_day,6.50,false,true
973,2026-06-21T06:00:00+00:00,2026-06-21T06:30:00+00:00,21,T13,T9-T16,257.37,wet_multi_day,6.60,false,true
974,2026-06-21T06:30:00+00:00,2026-06-21T07:00:00+00:00,21,T14,T9-T16,257.37,wet_multi_day,6.45,false,true
975,2026-06-21T07:00:00+00:00,2026-06-21T07:30:00+00:00,21,T15,T9-T16,257.37,wet_multi_day,6.50,false,true
976,2026-06-21T07:30:00+00:00,2026-06-21T08:00:00+00:00,21,T16,T9-T16,257.37,wet_multi_day,6.64,false,true
977,2026-06-21T08:00:00+00:00,2026-06-21T08:30:00+00:00,21,T17,T17-T24,282.66,wet_multi_day,6.33,false,false
978,2026-06-21T08:30:00+00:00,2026-06-21T09:00:00+00:00,21,T18,T17-T24,282.66,wet_multi_day,6.61,false,false
979,2026-06-21T09:00:00+00:00,2026-06-21T09:30:00+00:00,21,T19,T17-T24,282.66,wet_multi_day,6.43,false,false
980,2026-06-21T09:30:00+00:00,2026-06-21T10:00:00+00:00,21,T20,T17-T24,282.66,wet_multi_day,6.06,false,false
981,2026-06-21T10:00:00+00:00,2026-06-21T10:30:00+00:00,21,T21,T17-T24,282.66,wet_multi_day,6.60,false,false
982,2026-06-21T10:30:00+00:00,2026-06-21T11:00:00+00:00,21,T22,T17-T24,282.66,wet_multi_day,4.07,false,false
983,2026-06-21T11:00:00+00:00,2026-06-21T11:30:00+00:00,21,T23,T17-T24,282.66,wet_multi_day,4.00,false,false
984,2026-06-21T11:30:00+00:00,2026-06-21T12:00:00+00:00,21,T24,T17-T24,282.66,wet_multi_day,4.40,false,false
985,2026-06-21T12:00:00+00:00,2026-06-21T12:30:00+00:00,21,T25,T25-T32,283.90,wet_multi_day,3.91,false,false
986,2026-06-21T12:30:00+00:00,2026-06-21T13:00:00+00:00,21,T26,T25-T32,283.90,wet_multi_day,4.18,false,false
987,2026-06-21T13:00:00+00:00,2026-06-21T13:30:00+00:00,21,T27,T25-T32,283.90,wet_multi_day,3.96,false,false
988,2026-06-21T13:30:00+00:00,2026-06-21T14:00:00+00:00,21,T28,T25-T32,283.90,wet_multi_day,4.15,false,false
989,2026-06-21T14:00:00+00:00,2026-06-21T14:30:00+00:00,21,T29,T25-T32,283.90,wet_multi_day,4.05,false,false
990,2026-06-21T14:30:00+00:00,2026-06-21T15:00:00+00:00,21,T30,T25-T32,283.90,wet_multi_day,4.06,false,false
991,2026-06-21T15:00:00+00:00,2026-06-21T15:30:00+00:00,21,T31,T25-T32,283.90,wet_multi_day,4.29,false,false
992,2026-06-21T15:30:00+00:00,2026-06-21T16:00:00+00:00,21,T32,T25-T32,283.90,wet_multi_day,4.28,false,false
993,2026-06-21T16:00:00+00:00,2026-06-21T16:30:00+00:00,21,T33,T33-T40,302.47,wet_multi_day,6.96,false,false
994,2026-06-21T16:30:00+00:00,2026-06-21T17:00:00+00:00,21,T34,T33-T40,302.47,wet_multi_day,6.78,false,false
995,2026-06-21T17:00:00+00:00,2026-06-21T17:30:00+00:00,21,T35,T33-T40,302.47,wet_multi_day,7.15,false,false
996,2026-06-21T17:30:00+00:00,2026-06-21T18:00:00+00:00,21,T36,T33-T40,302.47,wet_multi_day,6.93,false,false
997,2026-06-21T18:00:00+00:00,2026-06-21T18:30:00+00:00,21,T37,T33-T40,302.47,wet_multi_day,6.94,false,false
998,2026-06-21T18:30:00+00:00,2026-06-21T19:00:00+00:00,21,T38,T33-T40,302.47,wet_multi_day,7.14,false,false
999,2026-06-21T19:00:00+00:00,2026-06-21T19:30:00+00:00,21,T39,T33-T40,302.47,wet_multi_day,6.80,false,false
1000,2026-06-21T19:30:00+00:00,2026-06-21T20:00:00+00:00,21,T40,T33-T40,302.47,wet_multi_day,7.02,false,false
1001,2026-06-21T20:00:00+00:00,2026-06-21T20:30:00+00:00,21,T41,T41-T48,277.06,wet_multi_day,6.55,false,false
1002,2026-06-21T20:30:00+00:00,2026-06-21T21:00:00+00:00,21,T42,T41-T48,277.06,wet_multi_day,6.77,false,false
1003,2026-06-21T21:00:00+00:00,2026-06-21T21:30:00+00:00,21,T43,T41-T48,277.06,wet_multi_day,6.75,false,false
1004,2026-06-21T21:30:00+00:00,2026-06-21T22:00:00+00:00,21,T44,T41-T48,277.06,wet_multi_day,3.38,false,false
1005,2026-06-21T22:00:00+00:00,2026-06-21T22:30:00+00:00,21,T45,T41-T48,277.06,wet_multi_day,3.03,false,true
1006,2026-06-21T22:30:00+00:00,2026-06-21T23:00:00+00:00,21,T46,T41-T48,277.06,wet_multi_day,3.10,false,true
1007,2026-06-21T23:00:00+00:00,2026-06-21T23:30:00+00:00,21,T47,T41-T48,277.06,wet_multi_day,3.24,false,true
1008,2026-06-21T23:30:00+00:00,2026-06-22T00:00:00+00:00,21,T48,T41-T48,277.06,wet_multi_day,3.15,false,true
1009,2026-06-22T00:00:00+00:00,2026-06-22T00:30:00+00:00,22,T1,T1-T8,228.42,wet_multi_day,3.00,false,true
1010,2026-06-22T00:30:00+00:00,2026-06-22T01:00:00+00:00,22,T2,T1-T8,228.42,wet_multi_day,2.67,true,false
1011,2026-06-22T01:00:00+00:00,2026-06-22T01:30:00+00:00,22,T3,T1-T8,228.42,wet_multi_day,2.82,true,false
1012,2026-06-22T01:30:00+00:00,2026-06-22T02:00:00+00:00,22,T4,T1-T8,228.42,wet_multi_day,3.09,true,false
1013,2026-06-22T02:00:00+00:00,2026-06-22T02:30:00+00:00,22,T5,T1-T8,228.42,wet_multi_day,3.13,true,false
1014,2026-06-22T02:30:00+00:00,2026-06-22T03:00:00+00:00,22,T6,T1-T8,228.42,wet_multi_day,2.80,true,false
1015,2026-06-22T03:00:00+00:00,2026-06-22T03:30:00+00:00,22,T7,T1-T8,228.42,wet_multi_day,2.92,false,false
1016,2026-06-22T03:30:00+00:00,2026-06-22T04:00:00+00:00,22,T8,T1-T8,228.42,wet_multi_day,3.09,false,false
1017,2026-06-22T04:00:00+00:00,2026-06-22T04:30:00+00:00,22,T9,T9-T16,257.37,wet_multi_day,3.14,false,false
1018,2026-06-22T04:30:00+00:00,2026-06-22T05:00:00+00:00,22,T10,T9-T16,257.37,wet_multi_day,3.05,false,false
1019,2026-06-22T05:00:00+00:00,2026-06-22T05:30:00+00:00,22,T11,T9-T16,257.37,wet_multi_day,2.76,false,false
1020,2026-06-22T05:30:00+00:00,2026-06-22T06:00:00+00:00,22,T12,T9-T16,257.37,wet_multi_day,6.16,false,false
1021,2026-06-22T06:00:00+00:00,2026-06-22T06:30:00+00:00,22,T13,T9-T16,257.37,wet_multi_day,6.68,false,false
1022,2026-06-22T06:30:00+00:00,2026-06-22T07:00:00+00:00,22,T14,T9-T16,257.37,wet_multi_day,6.17,true,false
1023,2026-06-22T07:00:00+00:00,2026-06-22T07:30:00+00:00,22,T15,T9-T16,257.37,wet_multi_day,6.10,true,false
1024,2026-06-22T07:30:00+00:00,2026-06-22T08:00:00+00:00,22,T16,T9-T16,257.37,wet_multi_day,6.68,true,false
1025,2026-06-22T08:00:00+00:00,2026-06-22T08:30:00+00:00,22,T17,T17-T24,282.66,wet_multi_day,6.04,true,false
1026,2026-06-22T08:30:00+00:00,2026-06-22T09:00:00+00:00,22,T18,T17-T24,282.66,wet_multi_day,6.34,true,false
1027,2026-06-22T09:00:00+00:00,2026-06-22T09:30:00+00:00,22,T19,T17-T24,282.66,wet_multi_day,6.50,false,false
1028,2026-06-22T09:30:00+00:00,2026-06-22T10:00:00+00:00,22,T20,T17-T24,282.66,wet_multi_day,6.52,false,false
1029,2026-06-22T10:00:00+00:00,2026-06-22T10:30:00+00:00,22,T21,T17-T24,282.66,wet_multi_day,6.16,false,false
1030,2026-06-22T10:30:00+00:00,2026-06-22T11:00:00+00:00,22,T22,T17-T24,282.66,wet_multi_day,4.09,false,false
1031,2026-06-22T11:00:00+00:00,2026-06-22T11:30:00+00:00,22,T23,T17-T24,282.66,wet_multi_day,4.35,false,false
1032,2026-06-22T11:30:00+00:00,2026-06-22T12:00:00+00:00,22,T24,T17-T24,282.66,wet_multi_day,4.00,false,false
1033,2026-06-22T12:00:00+00:00,2026-06-22T12:30:00+00:00,22,T25,T25-T32,283.90,wet_multi_day,4.21,false,false
1034,2026-06-22T12:30:00+00:00,2026-06-22T13:00:00+00:00,22,T26,T25-T32,283.90,wet_multi_day,3.92,false,false
1035,2026-06-22T13:00:00+00:00,2026-06-22T13:30:00+00:00,22,T27,T25-T32,283.90,wet_multi_day,4.29,false,false
1036,2026-06-22T13:30:00+00:00,2026-06-22T14:00:00+00:00,22,T28,T25-T32,283.90,wet_multi_day,4.30,true,false
1037,2026-06-22T14:00:00+00:00,2026-06-22T14:30:00+00:00,22,T29,T25-T32,283.90,wet_multi_day,4.16,true,false
1038,2026-06-22T14:30:00+00:00,2026-06-22T15:00:00+00:00,22,T30,T25-T32,283.90,wet_multi_day,4.07,true,false
1039,2026-06-22T15:00:00+00:00,2026-06-22T15:30:00+00:00,22,T31,T25-T32,283.90,wet_multi_day,4.30,true,false
1040,2026-06-22T15:30:00+00:00,2026-06-22T16:00:00+00:00,22,T32,T25-T32,283.90,wet_multi_day,3.91,true,false
1041,2026-06-22T16:00:00+00:00,2026-06-22T16:30:00+00:00,22,T33,T33-T40,302.47,wet_multi_day,6.93,false,false
1042,2026-06-22T16:30:00+00:00,2026-06-22T17:00:00+00:00,22,T34,T33-T40,302.47,wet_multi_day,6.59,false,false
1043,2026-06-22T17:00:00+00:00,2026-06-22T17:30:00+00:00,22,T35,T33-T40,302.47,wet_multi_day,6.61,false,false
1044,2026-06-22T17:30:00+00:00,2026-06-22T18:00:00+00:00,22,T36,T33-T40,302.47,wet_multi_day,6.96,false,false
1045,2026-06-22T18:00:00+00:00,2026-06-22T18:30:00+00:00,22,T37,T33-T40,302.47,wet_multi_day,6.96,false,false
1046,2026-06-22T18:30:00+00:00,2026-06-22T19:00:00+00:00,22,T38,T33-T40,302.47,wet_multi_day,6.87,false,false
1047,2026-06-22T19:00:00+00:00,2026-06-22T19:30:00+00:00,22,T39,T33-T40,302.47,wet_multi_day,6.78,false,false
1048,2026-06-22T19:30:00+00:00,2026-06-22T20:00:00+00:00,22,T40,T33-T40,302.47,wet_multi_day,6.64,false,false
1049,2026-06-22T20:00:00+00:00,2026-06-22T20:30:00+00:00,22,T41,T41-T48,277.06,wet_multi_day,6.86,true,false
1050,2026-06-22T20:30:00+00:00,2026-06-22T21:00:00+00:00,22,T42,T41-T48,277.06,wet_multi_day,7.01,true,false
1051,2026-06-22T21:00:00+00:00,2026-06-22T21:30:00+00:00,22,T43,T41-T48,277.06,wet_multi_day,6.88,true,false
1052,2026-06-22T21:30:00+00:00,2026-06-22T22:00:00+00:00,22,T44,T41-T48,277.06,wet_multi_day,3.37,true,false
1053,2026-06-22T22:00:00+00:00,2026-06-22T22:30:00+00:00,22,T45,T41-T48,277.06,wet_multi_day,3.08,false,false
1054,2026-06-22T22:30:00+00:00,2026-06-22T23:00:00+00:00,22,T46,T41-T48,277.06,wet_multi_day,3.31,false,false
1055,2026-06-22T23:00:00+00:00,2026-06-22T23:30:00+00:00,22,T47,T41-T48,277.06,wet_multi_day,3.31,false,false
1056,2026-06-22T23:30:00+00:00,2026-06-23T00:00:00+00:00,22,T48,T41-T48,277.06,wet_multi_day,3.06,false,false
1057,2026-06-23T00:00:00+00:00,2026-06-23T00:30:00+00:00,23,T1,T1-T8,228.42,dry_spell,0.14,false,false
1058,2026-06-23T00:30:00+00:00,2026-06-23T01:00:00+00:00,23,T2,T1-T8,228.42,dry_spell,0.33,false,false
1059,2026-06-23T01:00:00+00:00,2026-06-23T01:30:00+00:00,23,T3,T1-T8,228.42,dry_spell,0.24,false,false
1060,2026-06-23T01:30:00+00:00,2026-06-23T02:00:00+00:00,23,T4,T1-T8,228.42,dry_spell,0.06,false,false
1061,2026-06-23T02:00:00+00:00,2026-06-23T02:30:00+00:00,23,T5,T1-T8,228.42,dry_spell,0.05,false,false
